commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
335_Electrical_equipment_appliances_and_components,448,226,24,27,126,25,27396,538,59,11,1805,289,99,125,812,1085,130,2326,2536,10741,6158,9280,5511,2333,82,1072,361,1047,326,368,3410,305,362,172,4580,121,2406,651,978,186,262,598
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,790,78,201,680,371,20,1274,1832,150,2,786,697,219,96,1074,405,677,617,1079,11851,1407,412,151818,3965,377,549,3527,8420,3762,1261,1828,53,0,387,1897,491,5486,420,1423,146,67,432
3364OT_Other_transportation_equipment,0,33,0,43,0,0,12,0,0,0,70,0,0,0,0,0,0,0,55,398,0,0,356,54245,0,0,9,16,3948,0,2,0,0,0,245,16,50,0,178,18,0,0
337_Furniture_and_related_products,7,0,0,0,0,0,16720,0,0,0,570,0,0,0,0,490,0,0,0,514,345,2,38,270,3679,324,201,729,9,0,483,0,3010,0,191,5,0,0,355,540,3,275
339_Miscellaneous_manufacturing,120,2,8,25,19,0,864,34,104,343,12,1,12,4,806,113,324,48,34,2298,16,852,1321,35,53,6645,768,766,255,131,179,378,163,29,1418,19,2526,403,31541,724,232,491
42_Wholesale_trade,21173,1895,1727,3222,1986,6235,51184,45260,3419,2280,7412,9737,3326,13196,34660,10421,5226,20451,14772,20919,18939,8598,37256,7194,5041,8172,27887,15499,19398,650,16041,4242,2816,8597,9813,3179,6945,2256,36706,2198,2043,9345
441_Motor_vehicle_and_parts_dealers,10,1,20,80,60,7,1228,412,36,0,105,143,49,0,270,76,150,82,160,1414,149,1,1103,534,72,136,112,1967,460,19,253,16,178,106,240,0,598,0,0,7,10,39
445_Food_and_beverage_stores,70,0,0,0,0,70,139,8,0,0,0,1,45,0,34,2,5,0,1,3,1,1,7,0,4,5,12,166,450,0,7,16,84,5,16,0,68,23,23,75,58,1711
452_General_merchandise_stores,138,0,3,6,4,90,1430,115,132,0,8,18,448,3,188,22,17,6,19,113,15,9,110,33,51,61,82,347,595,1,60,97,720,20,108,0,201,142,96,36,134,696
481_Air_transportation,29,1,6,32,286,909,320,1161,105,43,334,312,600,204,540,627,468,374,1033,807,489,82,437,243,343,524,2971,273,4354,23,2977,8276,5054,1079,7104,342,3785,622,2928,343,186,901
482_Rail_transportation,1524,62,118,1175,105,4295,1740,5029,114,6,908,2509,171,493,4035,1230,2299,4121,904,458,186,328,982,231,316,267,214,217,2968,27,313,188,114,26,473,33,324,45,394,46,62,307
483_Water_transportation,608,11,537,156,75,175,1222,1673,53,1,12,142,6,117,1060,142,354,517,97,56,61,97,50,43,23,67,57,62,125,1,34,14,39,12,495,75,94,165,180,22,12,50
484_Truck_transportation,3963,334,333,640,400,532,16894,16881,1025,390,1963,2772,853,4086,6004,2453,3282,5447,2938,3163,2407,1243,5178,1419,1295,1410,2593,13422,11926,92,2408,526,584,210,2225,521,1234,446,3701,712,372,1625
485_Transit_and_ground_passenger_transportation,0,1,1,6,63,188,349,244,16,7,76,72,138,48,116,138,107,90,244,198,109,17,94,50,78,153,339,79,385,2,909,2916,1527,363,2801,101,1163,223,1697,1588,56,296
486_Pipeline_transportation,134,10,2505,40,20,9571,207,34,11,1,8,19,20,6039,329,19,13,18,10,17,6,10,5,3,4,9,28,21,553,2,11,72,26,14,17,12,50,7,39,10,6,21
487OS_Other_transportation_and_support_activities,0,123,5,592,5,4134,0,406,74,0,724,340,457,538,114,309,712,102,64,10,1,2,6,0,206,233,28388,9851,82543,812,5811,5597,0,2211,9417,334,2838,427,3859,1027,90,405
493_Warehousing_and_storage,544,0,1,163,0,721,0,76,40,26,45,55,185,17,152,73,45,28,354,188,858,28,55,25,37,168,12649,34493,3910,5563,1854,157,40,495,1055,6,986,137,1232,228,529,890
4A0_Other_retail,1576,1,15,117,5,1310,70933,829,438,3,70,93,1630,51,2310,122,17,16,93,351,64,81,412,48,416,484,447,3591,8897,2,231,432,5917,45,487,0,769,186,530,654,714,7217
511_Publishing_industries_except_internet_includes_software,61,1,5,0,1,110,252,15,0,0,1,3,57,1,78,8,9,8,37,33,80,13,17,67,7,62,712,773,111,39,16961,1151,234,781,3643,1415,926,447,2143,70,81,113
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,452,87,0,50057,31,51,564,888,195,25,568,410,185,175,562
513_Broadcasting_and_telecommunications,501,32,292,210,505,1343,6853,1452,179,111,422,441,647,210,1842,772,557,338,1313,1446,2002,327,576,628,986,976,11695,10298,3630,342,96762,22424,12217,1973,18314,6089,7939,2487,9278,1337,1178,4129
514_Data_processing_internet_publishing_and_other_information_services,0,0,10,4,12,1054,517,725,97,52,319,302,208,38,506,349,408,261,869,890,606,134,215,504,306,468,1866,4809,302,43,5970,9246,351,2486,8355,3111,6510,1467,2138,567,209,1434
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1283,129,773,575,1348,8248,7108,3674,401,234,476,515,713,535,1955,1526,1172,1117,1977,1680,1366,478,1019,577,634,1209,15885,19269,10733,426,7080,112136,97791,20636,20259,13839,6041,2306,10974,2279,1151,3102
523_Securities_commodity_contracts_and_investments,252,68,828,1963,5033,1281,3471,455,45,15,61,50,174,84,102,235,204,1762,2770,2539,670,462,1282,743,807,1615,2125,2103,9554,48,1550,205381,6120,1520,4865,6582,1998,561,10578,480,2407,2313
524_Insurance_carriers_and_related_activities,3085,937,3117,818,3256,705,326,1834,346,351,167,239,178,104,2125,420,729,449,673,1101,1493,740,992,1641,329,643,13164,7402,17240,800,2864,227990,35493,4320,10751,302,5283,959,42689,2344,1021,3034
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10264,0,0,0,9,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3558,183,2486,1511,3368,1180,15598,4864,209,319,450,1066,1099,632,5681,1212,1068,911,3020,2728,3692,756,1961,1337,357,2104,14040,9535,22264,412,16496,14716,5147,4868,14763,15493,5703,3145,12412,2907,1225,5391
5411_Legal_services,374,119,1623,718,2001,4979,5373,1003,166,63,282,310,416,335,3656,594,397,308,773,1345,2593,267,1397,4551,282,1243,7659,4001,1716,147,8182,23972,14111,742,16433,9077,4571,380,12964,2445,2238,2045
5412OP_Miscellaneous_professional_scientific_and_technical_services,1356,640,1697,2321,4979,12273,40918,10313,1168,1096,2315,2476,3218,1258,15911,4321,2996,3276,7707,6440,10053,1747,4192,6114,2831,7474,54762,62087,10385,806,82122,97114,46695,7407,141907,43537,28182,5524,50216,15855,6464,23628
5415_Computer_systems_design_and_related_services,274,39,599,93,24,1319,2682,731,114,66,192,197,535,276,1096,367,236,251,816,1408,1770,106,379,987,208,526,4969,4054,1044,113,9041,14391,1105,481,14770,11911,4724,1078,6764,674,317,1102
55_Management_of_companies_and_enterprises,0,0,5161,3214,1545,19,6771,11990,718,497,500,1571,623,1547,17745,1433,1105,654,4109,8501,14024,813,7370,6463,385,2488,51168,49729,9655,388,13643,19248,1881,5814,32305,56,26891,3236,31453,4018,15510,44117
561_Administrative_and_support_services,697,82,342,637,1434,5400,7053,4130,593,1277,1062,1823,4283,1101,5354,2092,1885,3112,8093,3047,6366,709,2657,4021,701,1808,32521,24933,17086,1084,18114,33333,127291,13419,56064,8279,18699,2709,36523,5123,4589,8396
562_Waste_management_and_remediation_services,288,26,404,343,316,832,2486,2143,210,46,234,493,233,365,3995,508,431,485,725,424,557,173,463,374,298,326,1890,2740,804,424,398,1731,7589,409,1538,669,9397,541,3664,790,887,2426
61_Educational_services,123,38,0,0,0,105,1,0,0,0,0,0,38,5,0,1,0,0,0,0,0,0,0,0,0,0,457,1773,27,0,364,27,0,0,32,0,97,2599,82,1359,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,45,0,17279,70,0,0
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,38,4,0,0,9,153,69,147,17,5,38,46,56,51,41,80,45,59,99,83,27,8,37,22,24,50,916,1018,389,26,21868,1813,2958,266,2867,2390,1027,511,904,12723,245,1199
713_Amusements_gambling_and_recreation_industries,63,1,0,2,31,107,190,111,4,1,35,33,67,22,45,66,48,39,112,85,46,5,40,23,36,66,470,556,4,2,441,1321,721,122,1315,981,739,102,614,143,229,337
721_Accommodation,3,0,1,14,147,832,262,565,49,21,173,164,629,111,264,434,243,202,555,447,246,44,210,114,177,351,1040,400,296,45,2537,7465,4265,984,6714,632,3083,413,2243,194,245,849
722_Food_services_and_drinking_places,500,50,11,47,242,1822,271,963,108,50,280,282,436,283,423,494,356,364,780,681,391,94,300,175,228,481,2599,3909,7209,97,3122,13583,17125,1825,16122,2509,7323,1220,24386,1754,2744,2831
81_Other_services_except_government,433,498,69,113,650,2602,6139,2679,280,73,509,1201,673,424,3112,1032,1033,1535,1643,1074,1649,364,1002,539,300,571,14372,10975,11304,497,5984,23414,17457,3905,10233,5245,7678,2476,15567,2646,1487,7646
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,19598,69,310,65,162,2824,11156,1374,338,415,440,500,1021,121,3368,1076,429,269,1931,1304,2806,398,1557,5252,731,909,33882,81593,10887,6423,24062,51592,121968,9093,71009,18784,16807,26930,94654,22637,4792,35632
