commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
327_Nonmetallic_mineral_products,290,11,214,224,628,813,21484,4168,219,12,587,140,20,520,1035,810,7205,1298,786,755,1003,1263,1836,437,296,448,311,362,374,1,380,47,4147,82,362,24,103,283,1214,23,363,619,460,63,183,563,512
331_Primary_metals,77,1,875,524,951,199,4490,18,6,3,47,453,118,33,490,458,445,31486,35717,17751,3873,6679,16405,4434,1855,3271,302,30,428,0,107,8,842,1,19,4,20,9,69,3,9,20,72,17,269,43,139
332_Fabricated_metal_products,786,289,548,1065,541,1635,33823,13576,29,86,1474,831,77,385,3890,1315,547,2876,15116,13358,10080,2731,11444,6384,2749,1857,1036,1361,2730,12,1611,235,6988,330,393,102,535,125,1319,123,108,207,1678,168,3904,244,1285
333_Machinery,1039,80,387,2355,876,801,8659,483,364,131,194,656,1023,91,2043,887,356,1684,1911,12028,1144,557,5534,2689,127,478,1559,691,1102,14,502,462,1890,230,1223,12,1083,291,1137,94,74,249,1872,136,1166,925,2545
334_Computer_and_electronic_products,25,12,4,7,32,387,2900,35,1,3,1,36,182,27,1298,101,29,23,388,914,63884,1873,6763,9874,10,1202,3249,437,497,3,10786,608,684,223,4929,995,2480,378,2006,20,21,43,1303,24,11984,97,1071
335_Electrical_equipment_appliances_and_components,558,30,116,242,0,908,13604,220,15,10,273,94,25,50,330,140,126,870,632,6367,4639,4186,2488,1275,37,355,417,478,977,1,712,59,2821,84,805,34,628,127,486,74,80,113,886,110,784,670,731
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,618,143,94,496,8,127,1059,165,8,12,204,37,90,46,31,36,69,771,178,3863,13,296,66598,2445,75,16,1458,8769,1844,8,332,69,312,810,296,59,1620,95,358,59,48,268,6797,758,476,353,1767
3364OT_Other_transportation_equipment,0,17,0,3,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,7,0,5,21,23540,0,1,39,1,3377,0,4,15,3,3,0,0,0,5,2,60,1,0,130,16,22712,106,25
337_Furniture_and_related_products,39,0,7,7,0,178,4918,11,3,2,204,15,5,11,19,7,5,23,7,7,747,9,38,61,415,44,10,18,66,0,94,5,896,1,10,1,15,7,23,3,8,8,15,118,1,41,4
339_Miscellaneous_manufacturing,91,9,21,41,8,98,2104,57,33,622,707,39,112,12,183,157,65,34,136,666,249,180,439,105,56,3852,710,777,204,3,218,436,532,184,644,1,396,224,9394,211,130,352,1621,52,523,61,3956
42_Wholesale_trade,9246,773,756,1691,609,1767,18475,34081,4233,4179,3438,6318,3094,7286,18820,7246,2417,7302,8383,10503,16071,4274,14595,4241,2556,4851,11803,3323,7331,24,6629,842,4237,465,2370,339,2071,557,7961,367,756,7585,3046,599,4075,1605,8772
44RT_Retail_trade,579,54,102,355,119,558,8145,1530,358,320,1104,699,257,113,1222,700,483,659,1348,2294,1578,815,5336,1094,723,511,627,1005,2139,6,419,118,1650,114,324,2,424,91,1076,57,96,223,780,0,1,0,0
481_Air_transportation,59,54,119,116,43,321,602,1142,131,123,98,382,204,52,832,300,135,307,453,579,1067,175,749,629,87,140,2526,1315,953,9,1191,2782,1366,238,2554,48,1107,271,1606,83,122,558,828,1516,2279,67,2133
482_Rail_transportation,678,84,39,1181,48,1500,1997,2431,301,58,387,743,265,206,2012,547,1178,1812,418,301,180,163,929,141,150,180,209,227,392,1,163,37,389,16,107,9,128,28,484,18,44,413,155,733,676,262,524
483_Water_transportation,72,56,107,116,55,216,197,617,37,7,31,64,22,338,301,82,101,267,38,30,23,12,53,18,10,32,46,52,238,0,17,14,42,13,48,20,70,9,55,159,5,49,41,135,1226,198,274
484_Truck_transportation,1679,196,96,1017,348,1318,4628,6426,917,605,634,1852,901,395,3573,1395,1109,2208,1497,1188,957,555,2200,530,436,686,1528,1239,17410,102,905,285,1280,177,1305,50,980,222,2290,137,347,1421,745,1435,3524,377,1427
485_Transit_and_ground_passenger_transportation,0,18,53,38,14,79,149,304,39,45,41,86,88,26,217,84,40,78,101,118,197,41,166,116,29,54,452,564,628,4,316,1022,577,81,470,20,447,63,490,50,90,228,210,14,116,88,4089
486_Pipeline_transportation,33,3,456,16,5,3839,38,11,4,2,3,9,2,11943,852,5,6,8,6,5,3,3,4,3,2,3,13,30,1107,1,4,6,18,0,7,3,21,3,14,2,2,5,10,9,27,84,106
487OS_Other_transportation_and_support_activities,301,72,153,22,66,129,22,548,21,12,23,59,31,322,255,81,49,229,29,34,40,7,78,39,5,35,8438,5794,30962,162,69,366,228,798,136,8,141,23,118,427,660,67,80,0,0,14,417
493_Warehousing_and_storage,1897,3,3,12,0,7,8,19,9,3,3,6,24,22,176,3,4,3,107,3,27,2,10,10,3,3,1393,8154,1594,212,124,177,365,55,363,1,456,35,132,20,46,91,83,0,191,213,836
511_Publishing_industries_except_internet_includes_software,39,6,2,34,0,13,29,9,4,2,26,27,266,2,73,17,5,91,14,21,1935,8,18,15,6,25,371,207,229,12,5330,512,68,174,1408,103,192,1513,1571,84,104,126,1171,276,283,324,3805
512_Motion_picture_and_sound_recording_industries,0,1,0,0,0,1,46,152,2,9,1,6,4,6,87,5,0,0,7,10,28,8,19,3,4,20,221,425,55,0,18522,82,28,213,643,25,73,433,481,15,18,60,345,13,349,0,81
513_Broadcasting_and_telecommunications,490,53,110,72,114,229,2171,106,94,92,94,203,242,110,521,218,223,189,321,423,746,159,261,319,101,204,5873,3972,3413,34,21600,5674,3907,447,5520,14985,3470,574,4722,337,740,883,1943,204,2412,369,7097
514_Data_processing_internet_publishing_and_other_information_services,43,16,36,56,15,466,133,278,26,45,22,60,94,58,359,49,36,156,54,229,250,10,33,370,32,54,1948,392,2087,13,4255,4006,267,668,4986,571,588,1251,2760,63,105,237,394,31,1127,49,2751
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1817,255,624,734,198,1922,6413,3511,598,599,558,1057,778,1124,2748,1014,687,1039,1433,1631,2468,682,2015,1558,531,689,7248,10002,6545,39,3677,23566,21354,2777,5608,3013,3140,383,4621,935,3958,3578,1972,452,1286,821,8220
523_Securities_commodity_contracts_and_investments,5,7,16,30,3,384,47,69,9,8,15,37,14,126,209,83,9,48,40,49,198,21,100,97,17,42,171,294,385,2,203,42585,530,39,760,2168,216,394,598,8,13,32,554,27,1,210,4259
524_Insurance_carriers_and_related_activities,1635,140,112,197,27,657,4489,897,146,130,154,317,223,225,593,250,201,305,321,341,451,119,567,296,113,180,920,1854,2727,20,765,95155,13409,3513,934,144,1277,305,2387,99,145,414,893,157,2666,372,920
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,49,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,0,0,0,2,2,73,0,0,9923,685,386,24,1,223,0,84,0,0,0,0,0,0,0,0
531_Real_estate,11607,139,0,288,181,890,2520,417,228,411,205,240,791,187,548,544,280,194,837,763,1631,265,548,624,333,476,10469,28732,4464,383,5819,11819,56686,1703,16408,1213,4737,9091,31965,2030,1972,10296,13539,674,2149,1439,7999
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1010,211,15446,875,118,351,7629,1384,219,297,292,547,762,768,1234,562,311,538,616,714,1220,265,746,875,206,432,4665,3447,5594,18,5400,3016,3912,1795,3986,2464,2270,478,7113,756,615,968,1545,89,384,394,2705
5411_Legal_services,72,261,757,296,29,1359,1386,412,134,68,80,60,167,504,2185,161,174,201,371,345,1617,132,1193,768,64,398,2885,4859,2804,60,2785,7694,6799,235,5845,1631,1957,313,7179,343,375,1285,1055,51,722,365,3770
5412OP_Miscellaneous_professional_scientific_and_technical_services,1346,306,984,604,410,1339,39317,13072,495,1861,502,746,691,803,11789,1265,695,1043,1523,2211,4311,1169,3168,1492,874,2523,18237,27968,6412,123,12862,17151,17571,1686,36815,8942,7980,2661,13454,3083,2956,8871,10271,554,18752,3310,13496
5415_Computer_systems_design_and_related_services,4,3,3,6,2,65,19,21,6,3,4,17,18,12,26,16,10,25,18,22,58,5,15,56,3,5,507,206,286,2,775,982,37,174,1290,901,95,271,690,10,16,32,59,61,968,84,527
55_Management_of_companies_and_enterprises,0,32,1129,1119,2193,61,638,13287,1156,1756,373,2288,1292,987,7597,1719,1024,1130,2782,4936,6266,1307,2548,2796,691,1243,8579,18763,2370,2,2330,4003,362,487,1512,0,4103,190,4833,761,820,9,1410,0,24,48,20
561_Administrative_and_support_services,11,154,224,507,207,882,5881,2154,467,1551,356,703,716,365,2087,691,525,701,1242,1202,1935,434,1238,1219,487,630,11443,10016,3034,391,4873,8857,18650,980,18746,1073,7474,1923,16220,1479,3166,3517,5342,623,1283,448,7977
562_Waste_management_and_remediation_services,684,13,31,134,0,172,648,547,167,94,93,671,100,333,1059,250,187,468,286,206,178,58,570,196,68,144,522,1191,1589,1,642,776,3023,40,225,28,3033,59,1421,160,633,960,609,272,473,9,5154
61_Educational_services,0,76,13,56,0,193,0,13,2,0,18,30,30,58,279,35,8,12,34,35,95,8,306,116,14,14,27,0,117,0,573,53,7,0,279,0,106,13,215,2,0,0,222,0,5927,31,1450
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,40,0,0,0,10721,0,0,0,0,0,462,0,2378
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,0,1721
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1742
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,11,15,7,3,26,24,64,1,10,6,16,12,8,48,17,4,11,8,18,49,6,51,35,4,11,260,114,55,2,4091,141,122,19,310,522,277,17,142,5156,301,2491,88,1,143,0,34
713_Amusements_gambling_and_recreation_industries,0,29,71,27,25,81,73,182,23,24,27,62,49,107,182,62,39,106,63,79,113,21,110,72,15,38,300,310,582,3,163,275,165,39,410,116,248,40,374,77,37,109,117,2,210,7,352
721_Accommodation,58,42,130,138,43,173,408,714,119,120,100,252,217,75,541,195,124,214,328,353,580,144,429,412,80,131,1338,962,714,11,679,1126,1194,152,1959,173,814,94,1111,89,131,362,540,19,612,22,2735
722_Food_services_and_drinking_places,25,65,190,174,61,255,764,1240,222,230,196,361,342,175,1008,357,226,355,607,730,960,218,806,535,167,298,2449,2835,2694,15,1259,2437,2457,314,2202,714,1673,2439,4793,200,229,1321,853,73,906,97,2868
81_Other_services_except_government,1465,346,74,132,27,279,7029,2023,765,275,469,1449,735,932,2539,1238,810,1969,1190,703,1145,329,7869,848,210,577,6138,5012,5910,19,3066,1746,3692,1810,4947,3933,2839,797,4973,928,1155,2395,4106,434,783,544,6027
GFE_Federal_government_enterprises,26,27,1,30,7,404,691,270,83,112,53,92,226,49,210,84,63,98,137,174,287,83,312,148,48,163,2541,3074,439,23,2014,6800,1947,393,3943,75,1809,393,6201,268,328,409,1821,186,1123,247,2693
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,70,46,2,11,0,21,47,465,93,174,67,229,87,34,211,82,131,153,184,327,194,76,144,81,90,141,323,419,396,4,219,104,565,203,154,13,54,26,309,40,165,227,194,35,188,915,744
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,51,6,1186,202,0,52,1,746,58,53,11,149,60,396,4394,321,205,237,207,586,1012,476,1108,166,42,219,4176,115,14823,0,6429,5537,21,196,2079,252,1216,24,38,262,104,127,178,1952,12781,0,22
Used_Scrap_used_and_secondhand_goods,0,1,0,0,0,0,10,0,39,0,0,1077,0,0,16,0,146,7435,151,12,0,3,167,0,8,1,0,1,3,0,0,1,1,-152,1,242,1,0,0,0,0,3,399,0,962,0,743
