commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
4A0_Other_retail,1146,11,59,147,5,1409,55804,972,555,3,56,132,1335,154,2493,97,12,22,98,418,55,94,648,40,338,574,601,2334,8976,12,244,363,4277,70,457,0,930,184,576,602,764,7717
511_Publishing_industries_except_internet_includes_software,50,1,17,0,1,102,266,6,0,0,1,3,48,1,33,6,1,6,26,24,30,2,10,94,5,28,1152,858,154,78,11595,1126,212,736,4438,1388,996,547,2788,48,76,64
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,335,49,0,51201,24,32,383,906,123,20,1091,503,106,333,886
513_Broadcasting_and_telecommunications,558,51,1281,237,562,1778,4676,951,98,72,185,276,416,436,995,514,309,310,941,881,1228,193,379,338,186,656,14958,8872,4384,545,96440,21132,8799,2022,19705,4622,8090,2179,10112,1342,1973,5194
514_Data_processing_internet_publishing_and_other_information_services,0,0,53,6,9,1157,571,653,84,62,148,205,138,46,322,286,267,256,757,714,406,126,196,644,185,423,3154,5701,399,96,10055,10931,387,5502,13491,3513,10451,2686,4183,658,368,2125
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1076,137,2610,639,1027,6180,4208,3033,277,225,184,281,372,661,1376,861,656,979,1456,1299,996,424,925,488,410,873,20813,19393,13619,792,6995,75398,107116,23853,21952,14908,6836,3062,11161,1520,1698,3008
523_Securities_commodity_contracts_and_investments,204,62,1791,1057,2672,607,1301,198,20,11,24,22,54,80,37,85,63,1062,1441,1208,197,273,784,379,346,872,1901,1305,7912,43,1025,130241,3065,989,3530,5001,1328,548,7154,279,1550,1809
524_Insurance_carriers_and_related_activities,2365,445,3546,650,741,473,340,1143,219,238,78,121,88,111,944,208,375,295,473,705,606,435,599,429,187,341,17211,5884,9936,695,2416,283929,25527,3615,8743,285,4324,981,43440,1854,881,2220
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12008,0,0,0,11,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3012,190,4747,1514,2364,1506,12641,4358,169,240,247,816,699,1173,3940,854,705,943,2462,1873,1603,673,1606,1129,208,1668,21153,9900,22831,842,20347,15836,1875,5579,16298,15080,5795,2919,11453,2428,1486,6219
5411_Legal_services,366,143,3264,843,1312,4806,4953,1088,172,106,161,341,289,567,3151,560,348,305,1297,1502,3644,278,1224,3607,197,1215,14190,4300,1921,258,10537,25404,12839,956,20208,8862,6134,411,19809,3018,1952,2863
5412OP_Miscellaneous_professional_scientific_and_technical_services,1212,909,5698,2224,5109,10723,31295,8932,924,809,1016,1803,1719,2175,11573,3115,1866,3075,6265,5324,7675,1420,3607,4767,1546,5754,82177,57065,11672,1520,91379,103838,43806,9113,129205,38009,31510,7155,68809,11880,7819,24878
5415_Computer_systems_design_and_related_services,292,58,2474,120,25,1368,2862,686,101,42,97,154,374,481,677,282,160,255,846,1067,1510,80,309,1352,130,420,10250,5187,1598,264,13567,17964,1184,707,20998,13524,6710,1301,11809,717,498,1522
55_Management_of_companies_and_enterprises,0,0,13366,2604,958,22,3361,16286,968,910,661,2241,660,3305,18076,1816,1497,917,6054,12285,14941,1114,10122,5307,401,3061,62719,41758,8795,485,11652,18823,1384,5026,29582,59,28707,4378,32389,2894,13471,39954
561_Administrative_and_support_services,604,87,1187,625,1072,11622,5530,3960,428,1120,481,1599,3041,1435,4652,1706,1219,3450,7249,3139,3626,585,3199,3470,332,1508,48694,23637,22666,2463,36742,35682,71481,14850,74286,6247,25473,3451,58360,4927,4974,9027
562_Waste_management_and_remediation_services,254,22,1394,308,290,747,2035,1759,137,43,107,360,137,523,2596,340,286,489,560,340,199,107,300,206,118,233,2503,2791,803,828,434,1853,6937,599,1674,595,9799,509,5496,731,1062,2573
61_Educational_services,39,18,0,0,0,222,8,0,0,0,0,0,74,34,0,2,0,0,0,0,0,0,0,0,0,0,1946,4093,245,0,389,46,0,0,153,0,853,3919,45,1641,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,71,0,26744,77,0,0
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,58,2,1,0,17,236,89,109,11,5,16,26,33,68,28,59,25,52,80,58,15,7,35,18,16,51,1332,999,507,39,26997,2063,2365,287,3415,2391,1378,909,1263,13705,254,1572
713_Amusements_gambling_and_recreation_industries,34,1,0,1,22,61,93,49,2,1,8,11,22,20,17,27,16,21,50,32,12,3,19,11,11,34,418,393,3,2,341,877,418,80,1006,637,606,71,511,111,248,325
721_Accommodation,1,0,6,14,167,766,327,409,36,20,68,89,231,162,155,247,130,178,404,277,109,37,162,87,92,300,1376,238,307,73,3174,8079,3858,999,7796,463,3907,452,3007,176,289,993
722_Food_services_and_drinking_places,445,54,47,48,445,1855,368,700,76,38,107,153,238,428,247,314,187,308,558,420,193,77,238,128,121,391,4084,4090,9943,157,3618,13366,14527,1981,18676,2337,9047,1575,31009,1388,4670,2977
81_Other_services_except_government,367,469,249,130,525,1409,5566,2708,188,66,297,1103,506,708,3021,876,694,1524,1502,1049,659,273,1166,467,172,475,22288,11564,12395,984,7064,12664,9925,6992,10020,4589,8081,2342,21376,2244,1767,8685
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,27292,80,868,67,112,2387,8138,2099,395,292,343,669,1070,89,2383,1258,479,338,2555,1520,2055,427,949,2965,596,949,46136,78532,7001,11467,22476,59102,109840,8993,51703,16804,11759,26388,101737,17251,4404,36868
