commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
485_Transit_and_ground_passenger_transportation,0,3,3,7,146,536,394,226,14,5,58,68,103,82,138,148,88,92,231,166,24,16,81,65,59,152,697,113,587,7,1557,3713,2015,430,4278,117,1772,307,2950,1312,104,408
486_Pipeline_transportation,119,9,7462,52,30,8282,250,25,4,0,6,16,14,13650,255,11,8,13,10,13,2,4,3,3,2,5,54,29,975,3,13,120,36,24,19,13,46,8,60,9,10,27
487OS_Other_transportation_and_support_activities,0,218,31,735,12,6230,0,495,79,0,670,456,335,1012,147,418,812,116,105,14,0,2,6,0,518,235,39942,9280,80480,1079,5180,4132,0,2003,7785,203,2687,339,4162,1197,120,358
493_Warehousing_and_storage,326,0,11,259,0,627,0,153,91,47,91,128,213,71,281,168,103,69,894,371,2031,51,116,73,74,343,26921,53690,3845,10854,2058,120,60,493,1159,4,1381,225,1702,252,830,1431
4A0_Other_retail,781,14,77,123,8,1157,64502,1037,654,1,81,169,1367,231,2689,114,16,24,126,522,41,85,706,54,467,818,660,3273,10138,16,242,354,5696,107,509,0,1153,171,619,518,916,9001
511_Publishing_industries_except_internet_includes_software,52,1,27,0,3,152,366,7,0,0,2,4,65,3,48,9,1,7,57,32,18,3,11,101,7,40,1484,960,232,106,8843,1312,256,544,4493,1564,1000,639,3171,62,97,75
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,431,69,0,55151,31,55,773,1519,132,28,484,1228,116,231,887
513_Broadcasting_and_telecommunications,559,41,1636,252,943,1760,5472,1066,97,29,270,349,495,493,1133,668,348,331,1093,903,385,183,554,415,194,771,17060,9913,4394,645,105447,20977,10561,1735,17942,4768,7821,2299,9784,1181,2251,4240
514_Data_processing_internet_publishing_and_other_information_services,0,0,74,7,15,1375,771,785,93,37,281,323,192,79,446,449,387,329,980,892,400,130,247,720,260,524,3946,7349,495,131,12272,13437,481,6093,15362,4270,11635,3549,4886,812,517,2546
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1258,111,3106,761,1969,8131,5619,3818,264,114,305,402,408,642,2033,1333,930,1084,1742,1546,694,517,1073,631,562,1137,24478,22275,16120,1034,7525,89579,140339,23726,22789,15069,6974,3757,11887,1653,1907,3167
523_Securities_commodity_contracts_and_investments,269,40,3067,775,3172,661,1524,214,19,6,48,37,63,95,60,123,78,1505,2223,1840,155,363,1140,811,582,1326,2133,1424,9081,43,988,144935,3678,807,3567,6471,1383,656,6683,344,2130,2423
524_Insurance_carriers_and_related_activities,3023,549,5393,905,1740,618,436,2097,253,125,146,232,103,197,1591,371,611,419,679,979,470,582,727,692,292,529,21089,7155,11315,991,2827,362658,34229,3559,8982,209,4619,1163,45598,2006,1144,2561
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22304,0,0,0,20,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3261,178,6057,1747,4355,1219,15237,4525,150,115,256,1027,692,1589,6228,1066,800,965,2719,2135,901,657,1779,1578,224,1992,26696,11748,21867,1143,22151,17603,2043,7359,19892,16947,6610,2280,11110,2510,1838,6910
5411_Legal_services,403,108,4445,824,2043,4822,5294,1042,154,72,229,359,262,691,3112,678,317,285,1366,1244,3919,226,1270,3373,202,1310,15604,4465,1808,284,9732,32263,14547,819,18001,8575,5703,395,19047,3218,1923,2892
5412OP_Miscellaneous_professional_scientific_and_technical_services,1704,722,7569,2506,8903,12079,37486,9063,857,418,1435,2044,1738,3454,11778,4051,2107,2967,6686,5167,7547,1274,7633,5662,1825,5636,96461,66198,10296,1882,92180,125500,59194,10620,124705,40357,33015,5052,71270,10106,9457,26219
5415_Computer_systems_design_and_related_services,354,51,3833,160,47,1783,3654,868,121,25,194,236,426,642,941,469,234,328,1233,1314,383,87,391,1609,187,583,13217,6718,1851,355,15406,19868,1485,718,22059,15819,7106,1516,13242,822,656,1722
55_Management_of_companies_and_enterprises,0,0,18864,3090,1718,18,4603,14997,912,583,714,2168,650,3804,19025,2012,1539,941,6358,12027,20543,1028,8791,6147,437,3222,79889,47028,9530,574,11694,20616,1742,5047,31215,67,30407,4568,33981,3303,15871,44388
561_Administrative_and_support_services,628,69,1497,686,1864,12717,6244,3482,335,454,604,1567,3153,2793,5104,1989,1238,2900,6919,2690,2481,540,2852,3439,363,1719,54387,25759,25824,3627,56085,38205,67091,16430,80380,6696,37288,3584,69237,4674,5418,8683
562_Waste_management_and_remediation_services,244,15,1683,301,447,771,2265,1530,126,12,143,346,125,843,2583,376,257,447,506,277,125,93,249,168,119,218,2610,2907,727,934,381,2552,8157,501,1582,569,9174,552,4955,706,1161,2424
61_Educational_services,15,5,0,0,0,280,10,0,0,0,0,0,100,36,0,3,0,0,0,0,0,0,0,0,0,0,2455,5013,273,0,318,45,0,0,145,0,837,4268,17,1668,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,90,0,28449,106,0,0
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,58,2,1,0,29,165,105,137,12,3,34,42,45,80,53,91,37,60,99,75,7,7,39,31,21,58,1786,1238,520,67,27456,2328,3525,285,4311,2441,1313,1181,1466,15138,307,1428
713_Amusements_gambling_and_recreation_industries,22,0,0,1,23,41,66,32,1,0,8,10,16,12,18,22,12,13,33,22,3,1,11,10,8,21,297,325,2,2,220,533,301,43,572,465,372,58,284,106,274,277
721_Accommodation,2,0,7,19,352,990,409,531,39,12,137,158,342,195,327,411,206,213,545,391,59,43,188,155,137,358,1911,302,484,153,4041,9709,5525,1139,8762,642,4416,602,3328,220,383,1193
722_Food_services_and_drinking_places,509,48,55,55,670,1986,446,847,74,21,207,244,309,466,436,489,270,342,692,537,110,76,258,209,167,443,5170,5068,9559,201,4246,15338,18639,1890,19503,2753,9664,2041,34697,1679,6190,3339
81_Other_services_except_government,345,386,254,131,842,757,5843,2064,172,16,329,1272,447,1082,3133,952,682,1278,1380,844,489,207,854,520,163,426,24345,12215,15970,1236,7165,17075,6213,8976,9671,4319,10101,1395,24207,2137,1984,8538
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,29791,79,1291,85,198,3236,11293,2354,445,79,454,892,1434,53,2836,1701,537,383,3273,1282,2431,350,1197,3784,801,1101,60093,96287,7672,15363,29611,74356,104206,10060,63097,19332,14132,31751,110743,17349,5312,43950
