commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
441_Motor_vehicle_and_parts_dealers,6,1,222,256,153,29,2547,1141,32,0,161,375,97,1,619,173,260,171,331,2834,40,1,2922,1127,113,241,225,5353,1277,144,283,64,455,511,911,0,1973,0,0,26,43,71
445_Food_and_beverage_stores,61,0,1,0,0,110,335,11,0,0,0,1,41,2,98,2,19,0,1,4,0,1,9,0,4,4,34,218,572,0,12,19,148,5,23,0,391,18,32,63,115,2433
452_General_merchandise_stores,93,1,20,17,9,167,2269,189,29,0,12,37,281,16,389,27,49,11,31,199,4,9,238,65,47,62,218,740,892,9,95,115,1000,48,234,0,836,77,164,39,339,1105
481_Air_transportation,158,2,23,38,447,1090,467,934,51,13,189,179,278,174,490,520,334,319,612,458,31,50,387,177,170,233,7141,677,3619,63,5724,9722,9789,1128,10660,455,10205,819,5590,565,379,1412
482_Rail_transportation,2139,63,584,843,179,4703,2493,6385,79,6,909,2379,148,2643,5281,1758,2633,3440,965,513,49,286,1462,334,300,264,416,416,5248,59,422,417,421,74,893,46,580,60,862,104,154,581
483_Water_transportation,520,22,323,190,72,476,1082,974,22,0,7,151,1,90,713,146,277,479,123,60,11,77,82,41,14,39,36,65,76,1,42,12,83,6,1225,93,138,312,343,16,10,43
484_Truck_transportation,8563,746,1613,1153,660,4858,27043,34646,832,185,2640,3816,808,8941,7725,3273,3845,7735,4676,4520,789,1436,9572,2423,1455,1632,5934,9611,12135,296,4164,847,1562,442,4676,506,2532,545,5014,1400,740,2856
485_Transit_and_ground_passenger_transportation,0,3,5,9,145,790,722,258,12,4,63,58,93,57,144,163,107,110,209,154,8,14,110,48,57,96,984,247,712,10,2716,5087,4565,561,6784,193,4789,422,5128,2134,168,670
486_Pipeline_transportation,127,7,10106,56,31,11492,419,26,3,0,8,21,15,15535,307,11,8,9,6,13,1,4,4,2,2,4,77,50,1139,3,25,200,79,28,35,23,93,10,96,20,18,48
487OS_Other_transportation_and_support_activities,0,173,47,1429,8,8459,0,623,67,0,756,466,345,843,188,612,1016,160,108,16,0,2,9,0,238,183,46535,15113,104579,1248,7012,3597,0,1855,11701,299,4703,403,5764,1416,139,455
493_Warehousing_and_storage,307,0,10,303,0,507,0,4025,1533,284,3339,3441,1595,4389,3581,5380,1767,155,1585,606,937,61,188,163,112,524,23918,50877,11626,11902,2359,55,62,380,1248,5,2302,153,1819,279,768,1289
4A0_Other_retail,1116,10,98,214,22,2240,84392,1323,155,1,120,199,1264,240,3297,152,53,35,165,759,21,88,1043,166,396,487,1059,6420,13421,28,452,526,7569,156,1309,0,1790,256,1091,622,1715,10974
511_Publishing_industries_except_internet_includes_software,40,1,31,0,3,178,555,6,0,0,2,4,44,7,39,9,1,5,33,31,6,1,11,97,6,22,2008,1173,493,118,16558,1494,338,302,6170,2155,2340,646,3563,100,111,86
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,727,113,0,67948,44,103,448,2024,166,63,2016,2501,216,1830,1801
513_Broadcasting_and_telecommunications,441,28,1354,215,641,1693,6780,1110,115,40,225,230,453,298,948,588,370,313,957,851,188,165,445,445,171,527,18989,13751,9980,610,125285,23374,17332,1598,21959,5708,15412,2381,12803,1704,2318,5325
514_Data_processing_internet_publishing_and_other_information_services,0,0,96,9,13,1984,1170,1192,199,53,657,649,323,734,708,1048,616,1011,1972,1279,222,217,619,796,442,650,4582,11167,1305,164,22137,14879,831,5846,24077,6835,27102,5244,8073,1532,820,3948
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1201,68,3839,651,1640,10199,8272,2994,211,73,243,246,298,339,1694,1232,861,1012,1295,1253,657,285,1169,426,422,701,22522,25134,28322,1019,10928,111132,172860,20986,27681,14905,12469,2848,17164,2089,1457,2511
523_Securities_commodity_contracts_and_investments,214,33,3778,1134,4131,761,2274,192,16,3,36,28,46,59,50,104,75,1141,1241,1154,33,187,950,392,355,552,2549,1849,18730,42,1392,177234,6233,947,4610,9092,2467,572,13486,489,2628,2947
524_Insurance_carriers_and_related_activities,2244,950,14140,2255,3282,1087,453,2984,329,125,174,245,78,280,1938,522,833,628,658,1203,131,558,1342,1113,318,496,30904,12080,16334,1721,5391,434262,59571,4011,13648,216,10437,2047,90084,3591,1701,3806
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19606,0,0,0,35,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3356,171,6686,1686,3839,1395,21926,4088,143,69,282,836,551,1322,5149,976,887,965,2116,1933,272,483,1781,984,231,1044,33661,16898,28285,1268,25151,19290,2656,6523,23148,21667,9830,2028,11850,3513,2587,9124
5411_Legal_services,284,68,3964,572,1372,4441,5588,1135,230,83,644,893,508,1454,3755,1329,462,904,3036,1448,2620,190,1968,2854,302,1398,12913,5248,2897,264,12425,44717,19466,603,19079,8965,8737,363,20942,3049,2864,2587
5412OP_Miscellaneous_professional_scientific_and_technical_services,1677,600,8234,2733,7535,14438,54865,12809,1377,477,2855,3429,2112,4942,14429,6347,2932,5516,9922,6250,6036,1610,6787,5887,2412,5237,116266,107158,19094,1943,123954,140054,104285,10818,168026,55277,55189,5645,90295,11455,12154,33674
5415_Computer_systems_design_and_related_services,328,43,8875,285,40,1952,4968,942,107,20,202,197,331,743,829,442,244,316,1274,2063,163,88,484,1683,169,390,16491,10178,3654,389,24685,24373,2400,690,29244,22000,14715,1735,19797,1469,893,2344
55_Management_of_companies_and_enterprises,0,0,18824,3738,1298,19,9070,26602,1251,683,876,2970,816,11519,22417,2801,1932,1696,8986,17492,9931,1301,14646,6596,546,3656,91029,56020,15171,611,13624,22020,2567,4826,35441,100,57678,4337,41163,4451,22695,63479
561_Administrative_and_support_services,622,61,1685,770,1685,19785,10076,4349,445,333,750,1671,2739,3484,5983,2137,1526,3243,7612,2416,2175,492,3584,4083,357,1542,75729,45299,47823,5403,82359,52531,122832,15487,103841,9493,72305,4180,104579,8039,8726,13473
562_Waste_management_and_remediation_services,217,11,1808,278,343,848,3005,1428,114,11,120,332,94,622,2205,349,252,394,404,249,64,63,225,125,103,124,3021,4016,1922,953,526,3844,13552,406,2117,729,12503,672,6814,1062,1467,3011
61_Educational_services,14,4,0,0,0,252,8,0,0,0,0,0,59,14,0,3,0,0,0,0,0,0,0,0,0,0,2307,6526,373,0,299,36,0,0,155,0,1314,4512,25,2601,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,118,0,33444,140,0,0
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,56,1,2,0,25,187,161,137,11,2,31,32,36,47,47,88,40,64,79,63,2,6,43,20,18,32,2328,1981,860,79,35590,2784,6289,304,7140,3106,2832,1357,2393,21825,472,1812
713_Amusements_gambling_and_recreation_industries,16,0,0,1,13,35,73,22,1,0,5,5,8,5,11,14,9,9,18,12,1,1,8,4,5,8,250,344,4,1,223,408,372,34,545,520,595,59,325,166,362,316
721_Accommodation,2,0,10,21,297,1239,445,519,31,8,126,115,259,115,293,395,212,218,418,310,16,32,217,97,113,194,2405,475,815,188,5938,10729,9798,1197,12022,920,10624,696,5524,383,544,1667
722_Food_services_and_drinking_places,453,39,56,54,578,2185,493,821,61,13,182,173,233,262,362,442,270,340,512,426,25,60,280,132,132,235,6212,6955,15683,181,5504,19916,31702,1818,24928,3748,18772,2039,48146,2562,9110,4145
81_Other_services_except_government,310,364,240,143,690,776,8299,2761,277,25,569,1588,484,1654,3509,1295,891,1520,1883,1064,283,204,1253,466,208,450,30311,18351,17810,1422,7452,22386,7461,8101,11201,6716,14099,1376,26451,2473,2811,12203
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,23416,89,1774,93,198,5010,21548,3799,490,89,543,793,1351,87,3613,1865,730,418,3634,1465,2906,398,1665,3369,957,1241,97853,157801,12044,20416,36148,109305,129353,10551,78939,33794,21264,37817,141527,23257,8961,77913
