commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
321_Wood_products,245,60,0,88,125,0,25404,364,40,1,16331,4780,4,0,248,1065,329,316,191,903,350,165,2648,254,5564,799,2139,1112,1398,163,2131,73,4119,424,553,2,427,25,1341,124,350,718
322_Paper_products,335,0,66,236,91,36,1667,23162,456,40,469,41511,6834,320,6815,3919,1327,1503,2081,2172,547,1013,2031,647,973,1755,5414,2896,4250,531,3301,1590,702,651,3812,773,3639,233,5602,218,1801,2405
323_Printing_and_related_support_activities,29,0,9,5,0,2,33,193,0,25,21,0,2188,11,677,0,0,0,1,13,0,2,4,0,0,0,8465,3087,568,11,11345,3264,53,368,5805,896,2389,926,5411,891,717,549
324_Petroleum_and_coal_products,10008,827,6233,7096,4499,23110,47443,4106,167,23,1065,1920,1823,30898,15594,1270,1017,3242,947,1849,222,1587,567,406,377,790,6312,3549,117708,323,1722,11405,4321,2691,2884,1642,4745,971,7796,1234,1286,3551
325_Chemical_products,26810,2476,6657,3331,2068,1934,8509,7573,11257,212,2514,14164,6108,18875,251307,61243,3830,2082,7586,4721,2410,2902,6689,1700,1661,6154,2416,1006,545,564,2169,178,9831,435,11698,1737,7340,632,49024,637,87,480
326_Plastics_and_rubber_products,1458,98,86,2142,1204,23,20575,18367,372,138,698,3359,582,483,11883,18665,1251,966,2519,8774,1669,1741,19357,3281,3998,5257,10532,5964,4910,569,6067,409,319,1792,5838,252,2023,599,11534,210,123,4794
327_Nonmetallic_mineral_products,8,63,734,453,651,53,40721,4907,145,0,707,458,2,1037,1746,1363,11625,2530,1063,2543,348,1812,5522,344,355,639,212,855,97,158,3001,75,90,428,2912,67,941,74,3791,123,73,1520
331_Primary_metals,110,0,5220,808,600,3,3822,5735,351,0,372,482,24,31,61,1661,682,82553,73602,38771,4669,17600,41340,10514,3629,6383,1310,912,1416,0,592,1,1455,117,1352,33,865,154,525,289,19,76
332_Fabricated_metal_products,1596,168,4930,1393,1565,354,57316,15016,666,112,2296,5885,1440,762,10810,6978,2527,5798,38926,31362,6145,8626,36067,12663,3038,4761,2322,1818,4843,556,13131,269,1099,1429,5824,671,4309,368,2538,702,660,2302
333_Machinery,3687,230,6725,3973,4354,1179,21808,3161,30,11,493,1185,1191,143,3457,1459,168,1217,3946,37624,359,1635,21103,4414,87,1720,2402,1031,2913,573,3102,67,78,1355,3132,148,5023,1243,1228,119,59,574
334_Computer_and_electronic_products,45,1,30,30,424,55,4139,2400,518,52,624,866,1200,324,5106,1959,865,1947,4042,9343,33195,4246,14583,13052,902,2067,8370,3371,334,182,22270,1394,313,263,12771,5709,3329,548,6354,83,212,86
335_Electrical_equipment_appliances_and_components,993,180,106,49,273,15,25560,811,46,4,455,414,99,110,992,1040,112,2199,2175,13862,2678,8473,4645,2627,76,999,439,534,318,380,4481,146,525,342,5572,110,2460,314,1268,247,322,522
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,872,98,609,968,482,28,1999,2499,83,1,573,992,203,181,1311,438,484,758,1129,17054,542,441,151505,3376,309,474,5800,9355,3977,3133,1892,53,0,1319,2792,536,6631,306,2507,88,108,460
3364OT_Other_transportation_equipment,0,96,0,50,0,0,4,0,0,0,32,0,0,0,0,0,0,0,38,210,0,0,288,63217,0,0,6,16,5038,0,4,0,0,0,228,4,52,0,14,9,0,0
337_Furniture_and_related_products,0,0,0,0,0,0,10310,0,0,0,708,0,0,0,0,296,0,0,0,425,114,3,29,132,3253,246,315,941,10,0,555,0,2512,0,202,5,1,0,433,333,3,233
339_Miscellaneous_manufacturing,170,3,23,38,23,0,688,28,97,168,19,1,8,7,665,99,174,62,48,2597,4,678,1338,59,22,6448,1065,1100,224,257,286,270,215,83,1459,15,1705,312,35987,663,45,490
42_Wholesale_trade,35398,2571,4818,4507,3027,5976,51514,61106,2864,1552,7129,11941,3170,19749,46616,13588,4429,23046,16661,29028,9737,8809,46388,10799,5137,9121,44547,17076,27806,1798,18211,4009,3846,9388,14937,3300,8535,2576,41821,2749,2746,13669
441_Motor_vehicle_and_parts_dealers,7,2,69,122,83,9,1359,522,18,0,74,193,42,1,309,73,103,95,154,1980,43,1,1249,433,58,111,131,2031,504,91,161,14,256,274,361,0,791,0,0,7,15,41
445_Food_and_beverage_stores,49,0,1,0,0,57,146,12,0,0,0,2,31,2,44,2,2,0,1,4,0,1,10,0,6,7,24,156,540,0,11,14,89,6,16,0,93,22,29,51,81,2112
452_General_merchandise_stores,76,1,11,11,5,82,1551,157,193,0,8,30,457,16,267,20,10,8,22,165,8,12,152,28,65,84,153,383,774,6,74,80,650,36,127,0,274,61,129,29,183,897
481_Air_transportation,154,2,16,40,642,877,472,1060,66,24,208,282,431,266,578,594,359,399,880,694,128,81,431,285,250,384,5840,330,2377,53,4235,8495,5586,1057,8401,356,4745,793,4154,337,290,1118
482_Rail_transportation,1826,71,416,1644,183,4301,1636,6095,86,5,678,2537,173,2642,5501,1355,2201,4429,948,580,79,328,1042,278,247,219,326,236,4596,50,438,147,153,57,730,38,377,58,679,63,96,446
483_Water_transportation,580,29,444,265,89,349,1027,1096,37,0,7,185,2,117,1106,203,263,659,132,77,29,90,69,47,17,50,44,47,83,1,39,8,47,12,556,44,103,160,300,13,9,43
484_Truck_transportation,6318,354,881,760,554,3279,13297,25924,858,205,1636,3273,717,7913,7742,2535,2209,6638,3651,4432,1233,1395,5958,1821,1204,1415,3968,8197,9213,216,2905,495,766,384,2882,332,1489,403,3792,974,446,1892
485_Transit_and_ground_passenger_transportation,0,3,2,7,148,377,353,212,11,5,50,66,103,64,116,133,81,99,216,174,27,18,95,61,60,117,633,97,555,6,1548,2913,1750,397,3935,110,1637,275,2978,1195,97,385
486_Pipeline_transportation,110,8,5348,55,28,6341,216,22,4,0,5,15,14,12018,226,10,7,11,6,12,1,5,3,2,2,4,47,25,875,2,12,84,28,19,16,12,37,7,56,9,9,25
487OS_Other_transportation_and_support_activities,0,204,21,689,12,5523,0,430,68,0,582,412,328,759,112,355,741,114,90,13,0,3,9,0,554,193,37308,8262,79352,1028,5339,3501,0,1864,7208,180,2581,324,4292,1146,115,350
493_Warehousing_and_storage,351,0,8,256,0,543,0,155,89,49,107,141,221,68,255,167,107,71,905,393,2284,59,113,81,81,314,25853,50733,4001,10371,2153,69,56,464,1105,4,1342,237,1750,254,831,1467
4A0_Other_retail,800,11,58,123,8,1033,57768,1036,803,1,87,158,1731,221,2561,105,14,22,114,509,44,97,652,45,495,626,609,3038,9565,14,262,295,4433,100,497,0,995,140,626,496,814,8221
511_Publishing_industries_except_internet_includes_software,55,1,18,0,3,118,318,6,0,0,1,4,64,6,42,9,1,6,50,33,20,3,11,119,7,32,1343,938,219,96,8300,1075,227,606,4231,1500,934,599,3332,61,89,71
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,417,60,0,52581,25,45,808,1451,122,25,493,1180,112,261,929
513_Broadcasting_and_telecommunications,592,39,1186,276,1003,1574,4877,991,79,31,236,366,467,403,1108,608,331,340,1001,931,453,194,395,431,198,627,15544,8826,4424,598,107007,17849,9072,1646,17569,4562,7401,2196,10010,1281,3407,4680
514_Data_processing_internet_publishing_and_other_information_services,0,0,44,6,15,1125,634,682,72,36,229,302,172,81,360,379,337,316,865,851,448,133,222,765,251,398,3532,6437,475,112,12412,10649,408,5493,13833,3924,10241,3300,4671,764,464,2332
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1392,109,2413,874,2143,6924,5179,3797,249,132,286,440,455,572,1809,1285,952,1276,1742,1721,760,609,1173,640,624,968,24236,21580,15985,995,7809,79453,134077,22535,22472,15752,7030,3889,12922,1783,1997,3359
523_Securities_commodity_contracts_and_investments,293,39,2619,879,3457,593,1377,225,19,7,45,44,71,87,56,125,82,1508,1932,1739,156,364,1104,675,551,987,2147,1384,9388,43,954,122842,3455,791,3526,6119,1380,666,6997,315,2025,2427
524_Insurance_carriers_and_related_activities,2497,447,3806,984,1747,592,419,2308,267,155,153,263,113,208,1510,388,673,543,721,1189,645,713,850,664,355,498,19503,7024,10324,961,2986,335153,29543,3378,8956,263,4542,1223,44824,2114,1078,2487
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15449,0,0,0,21,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,3572,161,4637,1849,4469,1029,14111,4321,135,120,243,993,676,1391,5136,976,782,956,2524,2148,977,715,1769,1414,244,1574,23935,10334,21929,1030,22438,13775,1756,6477,18455,15778,5952,2021,10690,2341,1692,6490
5411_Legal_services,435,115,3733,1009,2382,4629,5293,1095,149,73,242,380,272,677,3059,679,354,317,1379,1406,4197,222,1270,3492,242,1212,15811,4420,1957,285,10611,25955,13933,833,18998,9061,5913,419,21105,3474,2255,3060
5412OP_Miscellaneous_professional_scientific_and_technical_services,1687,702,5654,2726,9533,10690,34548,8818,782,445,1383,2071,1783,3189,11195,3847,2139,3237,6564,5509,7813,1347,3742,5441,2010,5014,92791,62162,10714,1792,99700,104705,54093,9803,122341,40143,31447,5075,74129,10053,9202,26566
5415_Computer_systems_design_and_related_services,371,49,2185,150,51,1510,3368,818,97,30,174,248,392,574,841,440,236,348,1106,1227,406,97,355,1883,200,484,12537,6212,1851,339,15931,16834,1353,684,21612,15555,6843,1450,13704,862,636,1717
55_Management_of_companies_and_enterprises,0,0,14001,3385,1837,18,4033,14748,861,595,798,2326,654,3563,16564,1947,1560,939,6272,12406,21752,1113,8304,6271,463,2848,75105,44294,9812,552,11267,17759,1584,4773,30274,59,28780,4678,36083,3305,15475,44094
561_Administrative_and_support_services,674,65,1115,744,1979,11313,5799,3400,307,497,589,1495,3270,2396,4768,1902,1265,3114,6513,2952,2627,587,2685,3602,396,1445,51060,23668,25962,3274,56858,31104,60971,14912,77880,6317,35300,3268,69470,4628,5084,8594
562_Waste_management_and_remediation_services,267,13,1334,343,497,695,2117,1561,109,12,133,384,126,769,2515,359,280,443,497,298,148,102,205,188,126,196,2541,2806,759,913,393,1954,7472,486,1571,576,8993,522,5311,750,1133,2472
61_Educational_services,15,5,0,0,0,235,10,0,0,0,0,0,105,29,0,3,0,0,0,0,0,0,0,0,0,0,2295,4484,280,0,328,35,0,0,145,0,818,4136,17,1670,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,50,0,27333,59,0,0
622_Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,57,1,1,0,29,141,94,128,10,3,29,42,45,63,44,82,36,66,93,78,7,9,44,28,21,45,1671,1194,522,57,26935,1862,3118,268,4069,2352,1242,1035,1468,14373,293,1415
713_Amusements_gambling_and_recreation_industries,28,1,0,1,31,45,76,40,1,0,10,13,21,12,20,27,15,18,41,31,5,2,17,12,11,21,351,333,3,2,288,560,345,51,704,521,434,65,384,105,256,296
721_Accommodation,2,0,6,20,366,857,388,513,35,13,121,160,356,155,283,382,194,236,523,417,68,48,224,148,145,283,1807,278,495,134,4123,7947,4916,1046,8379,607,4105,591,3493,216,361,1153
722_Food_services_and_drinking_places,548,42,42,64,704,1807,432,821,68,23,183,254,324,376,384,461,264,388,678,580,125,96,305,204,179,362,4880,4526,9820,179,4426,12528,16754,1799,18623,2704,9149,1806,35503,1627,5593,3200
81_Other_services_except_government,400,344,206,144,930,640,5895,2063,150,18,324,1130,466,1090,3065,927,680,1292,1343,917,541,246,751,408,186,374,23400,11704,15648,1179,7711,13500,5498,8952,9728,4358,9555,1378,24051,2165,1930,8634
GFGD_Federal_general_government_defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,29122,71,927,80,195,2632,9904,2013,380,70,480,873,1338,72,2510,1522,477,358,2983,1265,2223,336,1085,3478,823,887,54915,87723,7526,14272,29963,54883,104939,9224,59410,18753,12924,28908,107174,15944,4992,42090
