commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
326_Plastics_and_rubber_products,872,163,10,632,2,532,7332,7362,619,642,380,2996,1763,397,7712,5775,577,514,1973,2870,6685,2246,11905,1667,1701,2210,1332,1062,1799,7,1207,122,1850,579,1152,28,814,171,9416,246,705,1725,1332,81,417,232,1653
327_Nonmetallic_mineral_products,438,14,217,195,733,804,24140,4469,213,11,650,136,15,348,1167,845,7645,1575,975,912,959,1297,2110,483,318,468,308,330,539,0,505,66,4009,119,240,21,55,299,1217,18,484,481,543,148,134,646,478
331_Primary_metals,133,0,526,434,1422,227,7527,14,7,2,42,532,192,35,573,490,451,37202,38270,19240,5100,7907,18955,5238,2244,3581,168,29,453,0,159,12,1121,1,13,4,12,20,71,4,12,27,58,45,354,131,130
332_Fabricated_metal_products,895,373,468,1154,647,1489,36347,14076,26,84,1979,921,80,389,4605,1610,589,3217,14206,12873,9609,3192,12210,6345,2832,1756,985,1255,3045,11,1603,146,6373,190,400,89,619,165,1304,114,101,132,2154,318,3515,632,1109
333_Machinery,1206,107,335,2426,853,789,9235,486,434,151,259,689,980,63,1796,810,324,1867,1830,11771,1180,630,6672,2709,147,408,1176,616,1339,13,610,718,1714,184,1405,11,1296,295,987,92,72,245,1932,125,1119,844,2344
334_Computer_and_electronic_products,36,10,3,6,12,416,2834,37,4,2,3,39,199,20,1856,113,31,35,334,936,56629,1906,5718,7907,11,1130,1869,322,527,2,8336,699,549,253,4815,846,2192,390,1359,13,16,25,1389,46,10532,104,953
335_Electrical_equipment_appliances_and_components,665,44,136,354,0,919,15757,120,13,7,300,60,16,40,290,170,125,1362,696,6883,5712,4389,2442,1102,61,428,346,371,1159,1,776,71,2811,85,1014,32,488,172,581,73,124,112,1009,152,637,873,700
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,703,133,77,521,3,119,817,100,7,18,224,42,64,37,27,40,50,838,168,3983,21,328,80165,2403,83,19,1193,8356,1612,7,295,84,293,983,247,53,1464,91,229,35,40,128,6758,490,786,324,1497
3364OT_Other_transportation_equipment,0,56,0,6,0,6,26,0,0,0,2,0,0,0,0,0,0,4,0,23,0,18,71,25029,0,3,38,0,4666,0,11,44,2,11,0,0,0,7,4,87,5,0,182,30,23712,129,29
337_Furniture_and_related_products,65,0,3,5,0,153,4539,7,2,1,185,9,2,8,10,4,4,50,7,5,655,16,40,67,298,31,8,14,88,0,109,5,734,1,6,1,7,12,24,2,8,5,20,68,3,96,4
339_Miscellaneous_manufacturing,78,11,19,44,3,83,1835,60,82,576,669,58,159,15,214,204,82,59,163,651,336,260,590,125,59,3242,575,720,200,2,211,489,440,247,621,1,347,216,8089,171,169,333,1527,64,363,76,3678
42_Wholesale_trade,7522,698,581,1568,571,1826,18930,30456,4401,3750,3279,5817,2857,5857,17266,7079,2371,7448,7869,9846,14251,4540,14896,3789,2396,3774,10626,2768,7043,20,5338,896,3730,428,2215,262,1715,559,6908,303,802,6365,2885,564,3440,1729,7140
44RT_Retail_trade,637,59,90,376,134,691,8935,1357,420,358,1186,660,208,90,1278,620,554,783,1209,2138,1575,834,5064,969,697,457,566,896,2990,8,434,150,1517,102,366,2,385,115,1020,56,130,157,713,0,1,0,0
481_Air_transportation,88,72,78,106,20,318,720,953,121,118,82,411,238,44,777,232,141,263,459,638,1440,299,792,852,86,131,3311,1048,1175,8,1489,3544,838,265,3849,43,735,564,1174,66,85,303,1137,1193,1892,76,996
482_Rail_transportation,618,85,28,943,43,1506,1989,2429,312,61,410,756,273,162,1962,523,1175,2086,406,295,179,180,1111,137,154,224,199,210,376,1,176,38,345,18,102,8,108,35,428,14,48,388,156,666,562,252,399
483_Water_transportation,60,38,49,81,23,228,211,494,42,8,40,76,23,307,296,84,101,251,38,40,35,15,60,20,12,35,55,51,249,0,19,17,39,19,46,16,72,9,61,128,7,44,42,92,777,175,148
484_Truck_transportation,1355,168,67,743,186,1175,4997,5537,834,524,531,1460,725,281,3255,1158,931,2116,1312,1023,898,520,2161,445,360,572,1130,1212,16638,95,806,360,1179,166,886,35,727,189,1750,117,324,1230,692,1697,3251,338,1013
485_Transit_and_ground_passenger_transportation,0,15,28,27,5,58,195,180,31,35,38,60,108,14,150,67,36,59,85,104,174,41,124,82,28,56,477,769,910,4,329,1151,605,101,405,18,378,77,354,62,143,256,237,19,94,105,3541
486_Pipeline_transportation,26,3,549,16,4,3992,46,8,5,2,4,11,3,12327,845,9,7,13,6,5,4,3,4,2,2,3,13,28,736,0,4,7,19,0,7,3,16,4,16,1,3,2,9,9,25,63,95
487OS_Other_transportation_and_support_activities,132,45,63,28,24,150,65,372,30,10,34,74,28,242,264,92,73,216,33,38,34,11,64,30,8,33,7191,4871,28094,129,43,491,375,419,95,6,111,18,79,427,409,44,69,0,0,23,327
493_Warehousing_and_storage,2656,3,2,10,0,7,7,18,8,3,3,6,21,15,169,3,3,3,94,3,25,2,10,9,3,3,1195,6917,1398,167,108,202,278,36,257,1,413,28,106,15,42,79,73,0,159,178,694
511_Publishing_industries_except_internet_includes_software,53,6,4,50,0,20,96,16,9,5,25,23,439,2,60,25,13,70,28,35,1276,17,29,22,12,31,308,242,238,12,3331,736,71,150,1236,92,174,1588,1498,83,120,123,1478,148,284,339,3906
512_Motion_picture_and_sound_recording_industries,0,1,0,0,0,0,27,81,1,5,1,3,2,3,47,3,0,0,4,6,20,5,11,3,2,10,311,269,54,0,16380,52,13,150,322,22,40,428,400,8,12,29,356,33,411,0,92
513_Broadcasting_and_telecommunications,479,30,76,50,77,210,2130,90,86,86,92,179,194,86,458,207,325,214,313,427,734,181,377,408,88,151,4793,3714,2744,27,22831,5683,2464,373,4803,11902,2557,491,3416,242,665,777,1726,156,2084,269,5635
514_Data_processing_internet_publishing_and_other_information_services,20,21,16,57,8,462,73,177,26,28,16,41,101,31,218,57,25,99,93,203,220,29,31,220,21,33,961,323,1502,10,3889,4466,129,715,5541,489,297,718,2439,45,63,152,321,24,844,43,2274
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,2259,203,371,780,68,1714,8865,2439,511,572,552,744,611,907,2231,841,649,911,1183,1346,2315,805,1647,1426,581,584,7092,7203,6626,32,3428,26254,14968,3526,5255,2255,2481,284,3080,736,3470,3308,1554,163,1218,403,8146
523_Securities_commodity_contracts_and_investments,3,5,12,33,1,304,25,60,10,8,17,36,12,87,136,45,10,44,34,42,124,19,79,54,19,29,89,160,237,1,131,38413,358,22,469,1557,141,281,352,5,11,24,425,22,1,169,2993
524_Insurance_carriers_and_related_activities,2457,143,50,145,10,1014,3637,688,143,122,179,354,229,236,583,262,191,358,336,363,466,137,706,254,105,176,661,1116,2825,16,488,90023,17865,2911,647,120,1223,317,1867,49,110,182,725,96,1879,501,1016
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,36,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,1,1,44,0,0,10428,472,200,14,0,145,0,48,0,0,0,0,0,0,0,0
531_Real_estate,10968,120,0,342,112,722,2559,718,187,355,160,207,647,138,422,414,243,159,662,645,1553,245,394,652,290,354,9031,25240,4496,328,4989,12284,48818,1236,14245,1026,3427,8332,26188,1856,1367,8773,12066,562,1306,990,6847
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,725,243,12506,927,93,432,8800,1356,268,401,321,853,906,499,1243,642,407,721,798,894,1393,370,1012,951,271,515,5698,4964,4907,15,4658,3909,2491,1167,4309,2132,2176,529,6315,669,773,934,1639,100,299,282,2315
5411_Legal_services,87,192,329,167,11,798,1392,442,122,104,90,72,301,239,1235,146,145,182,290,326,1228,194,791,689,86,340,2945,9454,1843,50,2236,6505,4967,217,4416,1335,1412,357,4660,293,416,1706,967,21,612,339,2786
5412OP_Miscellaneous_professional_scientific_and_technical_services,783,302,1015,652,163,1033,43008,12444,725,1763,837,928,908,729,11724,1466,1215,2213,2127,2954,4690,1608,4957,2268,1264,2645,16994,26523,6124,106,9280,18448,13493,1727,30830,7831,6714,2382,9537,2921,2911,8079,8628,415,16768,2608,10519
5415_Computer_systems_design_and_related_services,2,4,2,11,1,81,11,18,5,3,3,16,23,8,22,19,9,20,19,23,41,6,18,35,3,4,280,167,239,2,890,1392,21,236,1826,822,52,163,738,10,10,25,59,49,776,79,464
55_Management_of_companies_and_enterprises,0,34,950,1119,1651,60,627,12618,1158,1649,410,2263,1169,784,7095,1643,943,1286,2677,4808,6005,1391,2736,2983,705,1026,7556,16939,2161,2,2034,3986,317,410,1183,0,3722,170,4027,602,795,8,1422,0,20,45,17
561_Administrative_and_support_services,6,126,116,351,81,743,4884,1562,538,954,305,524,542,210,1661,508,431,591,1020,1039,1514,360,979,903,528,470,11275,6691,2165,373,3594,8464,14599,823,17066,911,6579,1773,13386,1491,2851,3031,6096,487,1799,402,8633
562_Waste_management_and_remediation_services,897,21,78,413,0,291,658,819,359,94,203,1460,153,264,1050,445,300,658,427,301,264,98,568,204,132,308,349,825,1021,1,1480,1134,1429,35,244,27,3340,41,834,121,581,440,452,191,257,20,2681
61_Educational_services,0,64,11,55,0,193,0,12,3,0,17,30,25,55,294,33,9,16,37,37,121,9,320,100,15,13,18,0,98,0,442,58,6,0,161,0,92,10,100,1,0,0,108,0,4679,31,814
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,21,0,0,0,9456,0,0,0,0,0,594,0,2462
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0,693
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1292
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,7,6,6,1,13,22,30,1,6,4,8,8,4,29,10,2,7,6,15,53,13,49,33,12,16,441,99,30,1,2808,146,69,16,266,379,172,22,106,3529,240,1648,127,1,123,1,25
713_Amusements_gambling_and_recreation_industries,0,22,38,22,11,76,102,145,22,19,25,53,45,84,159,54,39,99,51,65,95,20,88,52,16,34,396,392,573,3,130,373,177,38,355,117,201,45,321,69,45,84,115,5,277,8,348
721_Accommodation,86,31,65,150,17,120,545,484,74,94,64,222,258,41,363,109,81,151,321,297,653,198,339,549,53,92,1838,748,703,10,542,1563,1037,117,2686,150,712,69,718,57,85,161,612,22,553,34,2196
722_Food_services_and_drinking_places,32,61,112,123,24,209,1127,870,212,250,205,297,442,95,844,335,218,323,539,694,938,250,696,419,192,353,3695,4083,2990,14,1369,4392,2955,443,2560,670,1644,1720,3297,244,154,598,888,75,771,102,2407
81_Other_services_except_government,1512,368,59,258,21,340,9067,1252,630,308,354,893,543,577,2212,892,550,1950,851,519,960,305,5644,565,191,500,7113,5639,4984,17,2494,1897,2411,1389,6022,3206,2675,640,3930,1027,1292,1787,3944,532,1045,500,4244
GFE_Federal_government_enterprises,29,31,2,37,3,430,495,329,109,176,64,107,319,45,263,99,81,138,163,209,356,108,404,163,59,151,1567,2245,357,18,1761,6488,1139,510,3015,59,1408,311,4133,210,285,228,1535,335,793,151,2106
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,55,26,1,12,0,20,79,359,55,80,36,184,43,16,163,49,61,105,107,139,102,44,130,44,41,61,277,362,286,3,124,70,261,199,127,8,48,24,248,42,192,188,216,26,100,337,459
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,21,14,801,139,0,34,3,666,61,56,12,116,85,271,3468,298,182,214,184,588,851,309,950,116,28,169,3255,132,11182,0,4890,5804,50,93,1552,187,1322,11,36,236,89,50,414,1494,9027,0,53
Used_Scrap_used_and_secondhand_goods,0,0,0,0,0,0,8,0,14,0,0,643,0,0,20,0,73,4859,73,18,0,5,154,0,3,0,0,0,1,0,0,0,0,-71,0,117,0,0,0,0,0,1,169,0,256,0,372
