commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
315AL_Apparel_and_leather_and_allied_products,7,0,0,0,5,1,1,10,2,4,19,11,7,6,35,7,7,76,16,12,3216,4,1,3,247,2,5,15,4,0,3,5,1,7,5,0,1,3,9,6,13,0,36,37,0,28,0
322_Paper_products,14,28,6,40,1,33,320,110,241,75,221,114,116,100,224,75,92,412,1046,157,270,3867,1203,94,370,45,237,730,38,1,1203,123,25,2,128,3,38,29,79,6,41,2,131,128,9,71,7
323_Printing_and_related_support_activities,9,3,1,3,0,16,13,25,11,23,29,15,13,8,23,22,3,19,97,13,43,46,731,15,36,9,65,202,51,1,836,280,18,4,172,62,52,58,161,12,4,0,41,87,6,185,7
324_Petroleum_and_coal_products,1026,51,37,148,185,519,1315,32,62,415,138,110,55,47,138,76,10,53,181,42,63,173,27,1160,161,12,135,1628,1386,6,256,91,121,5,549,11,142,40,110,20,18,10,309,0,0,0,0
325_Chemical_products,777,14,25,137,51,67,796,135,170,292,254,131,91,103,295,93,76,227,293,1166,1303,383,86,348,2653,599,49,150,74,0,125,14,143,54,45,9,14,95,263,2,66,4,238,848,1,491,33
326_Plastics_and_rubber_products,104,10,10,53,11,18,205,44,21,32,161,101,70,98,658,156,95,144,84,62,367,111,6,24,54,93,32,100,119,0,24,29,40,91,48,14,14,9,26,2,12,0,228,101,0,73,4
42_Wholesale_trade,1155,69,33,219,141,316,1900,315,168,871,941,673,474,273,1649,457,182,640,2127,652,852,600,173,746,673,133,309,1436,655,3,368,85,120,51,324,18,89,48,131,28,48,552,401,533,9,153,15
44RT_Retail_trade,533,25,15,63,29,163,1250,210,50,203,263,143,129,71,649,249,70,110,1251,69,218,118,21,78,156,29,80,456,286,1,110,32,49,11,131,2,40,22,59,18,19,0,113,6,7,36,9
48_Transportation,1473,134,146,369,366,333,2228,761,183,917,439,175,121,104,595,198,76,169,1990,287,293,369,125,915,341,67,335,1130,6206,50,229,679,61,57,225,12,66,73,108,61,22,328,157,257,543,101,36
493_Warehousing_and_storage,67,0,0,1,0,1,0,0,0,0,7,0,1,0,1,1,0,0,1,1,0,0,1,1,5,0,22,73,555,11,11,203,23,19,91,0,10,2,5,1,2,5,6,90,0,38,3
51_Information,114,14,10,15,11,76,218,36,27,74,121,108,46,41,122,78,23,60,221,37,91,63,427,61,99,21,327,1013,177,3,1480,429,260,10,315,165,94,64,178,33,22,6,124,164,5,269,10
52_Finance_and_insurance,462,41,56,114,25,189,539,72,70,167,260,139,58,39,190,105,30,84,331,112,175,107,82,171,163,31,518,1600,534,4,197,5983,2172,211,350,36,105,111,111,99,58,25,434,2,1,257,19
531_Real_estate,1114,32,0,187,17,61,138,39,28,56,119,110,62,34,92,63,32,81,141,54,128,53,164,80,107,28,864,2666,380,19,366,909,1032,54,544,138,163,207,572,141,74,22,396,91,7,227,21
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,89,13,825,8,17,40,322,8,11,23,52,34,27,35,106,19,10,30,197,19,48,22,42,41,89,14,180,556,41,2,83,105,129,16,60,122,18,15,41,22,11,4,50,50,1,68,3
54_Professional_scientific_and_technical_services,515,73,103,45,85,235,1912,52,66,134,310,202,156,206,624,112,58,183,1174,111,285,128,247,242,534,82,1073,3311,246,41,494,691,762,139,349,2162,105,86,239,133,67,25,300,173,4,223,9
55_Management_of_companies_and_enterprises,0,3,48,91,449,10,48,32,58,157,346,422,502,85,326,182,62,165,816,89,254,192,86,62,362,105,568,2063,133,0,278,304,43,153,488,0,213,75,209,44,52,1,141,2,0,2,2
56_Administrative_and_waste_management_services,117,17,23,10,28,53,425,11,15,30,69,45,35,46,140,25,13,40,261,25,63,28,55,54,118,18,238,736,55,8,109,142,170,4,78,3,24,19,54,29,15,5,66,164,3,210,9
61_Educational_services,0,0,0,0,0,1,2,0,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,1,1,0,1,2,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,62,0,6,0
62_Health_care_and_social_assistance,0,0,0,1,0,3,7,1,1,3,4,2,1,1,4,2,1,1,7,2,3,2,1,2,2,1,3,10,2,0,3,12,2,0,1,0,0,0,0,0,0,0,2,268,0,25,0
71_Arts_entertainment_and_recreation,1,0,1,1,0,2,5,2,1,2,6,5,5,3,5,6,1,3,6,2,4,2,3,1,4,1,36,113,18,0,410,11,2,0,0,0,0,19,54,32,1,3,1,8,0,1,0
721_Accommodation,7,2,4,10,0,9,36,18,12,25,55,34,30,17,42,26,10,26,52,24,51,21,24,15,32,8,94,288,12,2,36,34,15,12,26,0,8,24,67,8,73,3,198,103,0,52,2
722_Food_services_and_drinking_places,19,15,14,21,0,77,222,24,25,45,135,101,95,41,102,93,19,65,98,31,62,41,72,30,87,23,214,654,60,12,184,210,62,135,411,0,123,55,153,65,29,0,49,17,1,0,0
81_Other_services_except_government,197,22,28,28,8,83,657,90,39,56,140,77,57,53,162,71,27,66,468,50,102,52,71,69,130,23,500,1540,591,1,152,192,203,18,200,80,60,46,128,32,110,5,455,324,8,237,7
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFE_Federal_government_enterprises,4,2,0,6,1,55,0,4,6,10,25,15,17,13,45,13,2,13,26,11,38,12,39,22,27,3,86,266,23,1,113,213,266,1,561,5,168,3,7,2,1,2,71,47,1,72,1
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,1,1,1,2,1,6,9,3,2,7,5,2,1,1,4,2,1,2,16,2,2,9,1,7,4,1,9,29,25,0,4,4,2,2,5,5,1,2,4,1,3,0,9,101,0,6,0
Used_Scrap_used_and_secondhand_goods,0,0,47,16,0,0,90,4,23,860,170,21,7,2,18,13,0,8,1,41,0,205,1,314,2,2,32,99,0,0,1,0,0,56,0,0,0,1,1,70,12,1,113,128,0,87,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,10,0,3920,0,34,0
