commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
332_Fabricated_metal_products,128,113,51,156,95,471,6274,155,113,876,1753,1350,836,555,2700,1575,327,226,1507,13,50,172,23,275,609,63,6,172,289,1,250,4,158,27,52,13,17,15,40,4,7,0,270,408,11,35,76
333_Machinery,152,4,27,265,120,108,1457,41,70,254,405,1559,255,213,662,633,4,20,29,80,9,67,226,24,183,11,13,77,101,2,199,47,59,1,184,1,78,29,75,5,8,0,500,472,3,136,36
334_Computer_and_electronic_products,4,1,9,6,0,41,302,4,6,30,110,131,4126,141,328,913,18,73,6,1,5,13,2,14,6,5,138,25,49,0,230,7,10,0,55,76,7,14,36,1,19,0,346,1690,1,37,6
335_Electrical_equipment_appliances_and_components,24,21,27,51,6,175,1956,31,17,141,77,579,574,1052,313,189,2,61,5,2,1,5,1,10,26,2,14,102,148,0,87,4,60,13,28,3,33,6,14,2,11,0,224,215,4,57,50
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,51,2,10,169,1,22,337,29,9,28,154,817,253,173,12823,374,14,48,104,1,2,5,2,9,24,10,84,1740,258,1,20,4,8,188,31,6,17,11,29,1,3,0,288,175,23,192,10
3364OT_Other_transportation_equipment,2,13,3,63,0,2,31,4,0,2,1,15,28,0,12,2686,0,0,1,0,0,0,0,1,3,0,1,1,348,0,3,1,1,0,9,0,5,3,7,5,1,0,18,3780,0,6,3
337_Furniture_and_related_products,0,0,5,12,0,79,1211,39,0,3,2,2,392,0,18,32,196,28,0,0,0,0,0,1,2,0,0,3,4,0,47,0,10,0,0,1,0,2,4,0,3,0,11,8,2,2,10
339_Miscellaneous_manufacturing,8,2,1,4,1,23,175,14,36,62,55,32,74,67,43,35,9,1011,32,82,499,14,73,8,53,15,22,175,35,0,43,116,25,0,229,0,45,172,449,81,22,0,600,96,1,278,11
311FT_Food_and_beverage_and_tobacco_products,5057,101,3,5,0,16,76,7,17,22,28,24,40,16,24,21,16,42,17025,95,491,226,73,70,695,12,294,1600,205,0,48,39,11,2,53,0,11,121,315,150,23,8774,103,308,99,687,1
313TT_Textile_mills_and_textile_product_mills,83,71,1,3,1,6,122,14,47,7,44,9,8,34,405,39,351,300,73,5737,4990,91,48,0,436,469,300,210,25,0,10,7,0,0,8,0,3,8,21,2,23,0,169,96,6,23,2
315AL_Apparel_and_leather_and_allied_products,10,5,0,0,6,14,56,18,21,42,60,52,44,22,33,28,22,93,35,5,4769,24,2,12,106,12,3,57,22,0,8,3,0,18,7,0,5,4,12,12,3,0,352,83,0,117,1
322_Paper_products,14,52,2,17,1,36,218,39,309,35,208,95,174,149,99,34,82,272,1412,176,175,4047,2228,198,654,123,142,1592,41,2,1198,279,20,3,103,7,38,30,79,7,14,1,120,70,5,137,21
323_Printing_and_related_support_activities,5,1,1,2,0,27,18,11,11,17,104,13,55,11,14,21,4,14,353,10,25,56,1232,9,50,7,74,207,117,1,1306,819,36,7,344,56,100,120,313,46,4,0,262,191,22,479,10
324_Petroleum_and_coal_products,784,30,21,83,68,362,973,20,65,203,73,65,50,40,72,50,7,24,108,26,24,109,34,1235,183,13,91,944,1207,4,142,69,94,6,238,14,121,37,97,16,16,4,212,335,22,225,52
325_Chemical_products,1224,8,31,173,39,97,813,129,339,443,404,153,195,277,240,73,119,305,290,1730,476,639,517,619,5562,1393,71,164,99,0,108,26,209,117,41,20,109,220,574,65,36,6,356,693,3,512,98
326_Plastics_and_rubber_products,130,4,9,135,11,36,448,25,112,30,176,246,288,372,756,217,286,347,156,146,356,165,101,7,249,338,31,223,203,1,42,18,61,254,42,7,11,18,47,7,7,0,289,136,3,126,12
42_Wholesale_trade,1483,74,30,191,71,342,2608,448,288,589,512,677,634,364,1937,397,301,434,3297,574,743,466,247,709,948,243,291,1071,735,3,298,93,130,80,213,30,101,95,246,50,25,979,469,373,30,264,69
44RT_Retail_trade,391,20,10,63,11,118,903,97,85,286,187,233,275,121,934,230,75,121,866,159,182,160,93,67,246,61,49,373,261,1,117,40,32,29,78,3,37,32,81,16,9,262,157,9,7,22,15
48_Transportation,925,88,64,400,126,707,2182,366,459,1471,476,290,291,219,714,250,143,234,2466,401,314,468,267,1251,720,152,596,1452,6389,57,294,563,153,58,499,23,107,113,294,52,180,268,279,269,552,542,71
493_Warehousing_and_storage,321,0,0,1,0,1,1,0,0,0,7,0,2,0,1,1,0,0,1,1,0,0,3,2,10,0,48,687,285,17,12,66,26,25,70,0,11,4,11,3,3,3,9,33,0,58,12
51_Information,90,4,3,7,6,81,167,16,34,74,85,69,91,34,57,95,19,35,99,27,55,39,462,28,80,17,189,715,251,15,2499,655,127,17,611,925,76,128,334,53,27,1,189,289,4,723,23
52_Finance_and_insurance,574,36,47,151,21,441,742,66,146,306,279,200,184,90,165,121,67,85,356,113,164,118,159,428,275,56,486,3358,986,7,325,8698,2357,427,521,245,195,181,181,153,144,7,492,35,1,216,77
531_Real_estate,907,17,0,134,8,92,156,24,33,33,100,77,92,31,38,44,40,50,88,41,86,45,187,207,87,25,376,2785,412,18,387,792,1012,107,733,90,109,278,725,196,57,4,681,51,11,208,18
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,176,14,2664,21,24,55,226,10,18,14,31,25,36,18,222,13,3,13,79,11,13,16,31,18,46,10,160,227,390,5,135,122,71,32,240,153,63,30,77,15,18,1,157,21,3,95,9
54_Professional_scientific_and_technical_services,266,22,35,54,30,291,2711,43,124,178,242,162,309,265,348,103,66,256,1499,96,188,134,197,418,1297,120,921,4312,441,54,549,2037,633,110,2560,1497,147,90,235,206,113,4,437,507,29,433,92
55_Management_of_companies_and_enterprises,0,4,106,131,245,9,62,41,157,315,354,565,559,189,452,412,88,127,1660,191,336,267,195,106,716,181,714,2105,245,0,213,242,38,74,198,0,128,57,149,44,61,1,172,3,0,2,5
56_Administrative_and_waste_management_services,317,9,14,40,24,231,299,17,64,109,89,61,97,46,94,105,15,29,157,38,48,98,62,139,151,27,264,727,213,15,129,433,209,12,290,55,106,90,235,44,53,1,162,329,35,335,45
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,90,0,20,0
62_Health_care_and_social_assistance,0,0,0,0,0,1,2,0,0,1,1,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,2,1,0,1,9,1,0,0,0,0,0,0,0,0,0,38,389,0,84,1
71_Arts_entertainment_and_recreation,1,1,1,1,0,4,12,1,2,3,7,5,9,3,4,6,1,3,5,2,3,2,6,1,8,2,18,250,26,0,371,39,3,0,39,41,1,19,19,289,4,1,36,52,0,0,0
721_Accommodation,6,4,3,6,0,22,60,7,14,18,38,28,49,18,23,31,8,17,33,13,23,14,34,9,44,10,59,126,25,2,49,81,14,13,198,11,17,28,74,24,27,0,93,224,2,224,1
722_Food_services_and_drinking_places,22,15,12,20,0,92,254,18,45,56,126,95,173,60,74,113,22,57,98,32,54,43,119,27,151,35,189,353,95,4,190,282,58,70,669,50,89,103,269,95,38,0,168,27,6,29,4
81_Other_services_except_government,411,19,21,44,6,218,558,42,77,104,151,96,139,56,267,185,26,49,354,48,70,79,101,114,171,34,356,1361,715,2,246,533,255,31,374,274,117,132,344,68,162,0,599,572,11,395,50
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFE_Federal_government_enterprises,5,1,1,6,1,87,14,4,9,13,22,19,32,13,30,22,5,16,28,13,36,11,60,17,29,6,63,435,67,1,148,575,273,2,338,5,179,49,127,6,7,1,206,55,1,125,4
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,1,0,1,3,1,7,19,1,2,6,2,1,1,1,3,2,0,1,10,2,1,4,1,3,5,1,10,34,34,0,7,8,3,3,12,1,4,5,14,1,2,0,10,81,0,11,1
Used_Scrap_used_and_secondhand_goods,0,5,16,22,0,0,71,1,31,1718,80,43,3,1,40,5,0,18,0,59,0,347,1,108,46,6,8,41,0,0,0,0,0,64,0,17,0,0,1,25,4,0,56,-229,0,55,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,200,0,0,0,4,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,0,0,0,26,0,11,0,956,0,105,259,0,0,0,16,0,0,0,23,0,1,0,2586,57,5,0
