commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
3364OT_Other_transportation_equipment,3,16,7,69,0,3,59,18,1,2,22,68,0,1,16,770,0,4,1,0,2,1,0,1,2,0,1,3,245,0,5,1,3,0,34,0,10,0,2,0,10,0,47,392,0,1,0
337_Furniture_and_related_products,0,1,3,2,0,6,144,14,3,5,6,5,61,11,31,29,30,52,2,1,5,3,1,2,3,1,0,0,3,0,9,53,85,0,0,1,0,1,3,0,0,0,5,0,0,0,0
339_Miscellaneous_manufacturing,7,5,3,3,1,5,53,57,9,22,42,45,25,29,36,39,10,455,31,27,217,24,6,7,118,2,36,118,35,0,19,60,37,0,23,1,7,15,48,57,95,3,219,18,5,116,0
311FT_Food_and_beverage_and_tobacco_products,2902,15,1,2,0,4,12,9,3,9,3,3,2,1,2,1,29,102,8262,174,1255,104,2,22,645,1,182,590,214,0,7,7,3,1,9,0,3,65,211,131,3,6431,8,49,0,267,0
313TT_Textile_mills_and_textile_product_mills,56,59,5,3,0,0,16,30,45,47,24,28,16,20,179,12,279,362,190,4164,2228,92,13,2,1340,247,191,618,23,0,17,12,0,0,2,0,1,1,2,2,18,2,57,20,0,9,0
315AL_Apparel_and_leather_and_allied_products,1,1,1,1,2,0,1,11,8,5,37,19,4,4,33,5,11,43,7,12,3210,5,4,2,215,3,5,18,5,0,6,5,0,4,3,0,1,2,6,1,28,0,62,8,0,32,0
322_Paper_products,2,6,12,21,0,8,108,47,175,48,148,93,34,79,75,34,22,136,562,70,208,2201,527,73,221,30,147,475,39,1,688,71,26,1,26,1,8,7,22,10,21,13,50,10,3,85,4
323_Printing_and_related_support_activities,0,1,2,1,0,0,0,5,4,6,9,5,1,3,2,2,1,1,10,2,7,7,47,3,7,1,8,26,12,0,68,34,3,0,7,4,2,5,17,4,1,1,2,0,1,22,0
324_Petroleum_and_coal_products,429,23,23,53,61,177,449,15,36,190,56,56,10,26,46,27,4,22,74,16,19,81,8,368,63,3,46,580,826,2,107,39,52,2,285,5,76,16,52,19,11,2,152,0,0,0,0
325_Chemical_products,438,10,37,96,19,22,292,77,83,177,174,109,19,99,200,35,51,118,183,559,855,173,42,110,1220,143,53,173,85,0,81,22,77,27,35,3,11,29,94,7,33,3,121,21,2,143,23
326_Plastics_and_rubber_products,69,4,4,3,3,2,31,33,7,15,81,109,11,66,409,27,14,76,30,2,89,16,5,6,20,14,11,35,97,0,12,11,12,36,5,5,2,1,3,3,7,0,40,2,0,8,4
42_Wholesale_trade,839,47,28,107,53,115,693,220,108,409,470,463,81,215,722,132,85,356,1316,480,580,317,74,254,399,49,209,876,484,1,186,49,37,16,154,8,42,21,67,27,28,1,178,27,2,65,11
44RT_Retail_trade,265,14,13,29,12,47,511,126,15,78,129,94,21,58,333,39,30,61,139,36,161,48,4,18,76,8,24,157,203,0,48,12,4,7,53,1,16,6,18,7,11,0,58,2,0,14,3
48_Transportation,1189,76,58,213,103,137,880,502,123,598,266,149,31,111,315,66,57,130,1468,253,284,252,63,500,226,31,239,822,3724,19,138,141,16,22,89,6,26,45,76,44,15,0,80,14,261,73,16
493_Warehousing_and_storage,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,24,306,3,4,82,9,5,44,0,5,1,2,1,1,1,3,10,0,25,4
51_Information,3,7,13,12,4,21,71,37,26,47,77,54,11,31,42,19,13,24,106,23,61,39,172,26,58,10,138,449,113,2,345,205,131,5,90,71,27,32,104,47,35,16,97,8,3,158,4
52_Finance_and_insurance,269,17,35,61,8,69,214,94,49,91,109,95,13,48,73,32,21,30,132,54,81,51,23,69,66,15,201,652,375,2,66,2708,846,97,53,13,16,9,29,55,34,24,86,5,2,92,4
531_Real_estate,1314,10,0,116,7,69,50,37,20,59,61,59,11,35,38,21,13,35,67,30,87,39,72,52,58,10,376,1220,148,12,166,215,205,29,200,60,61,113,368,263,85,29,308,29,6,130,14
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,6,1,491,1,6,2,91,8,4,8,17,14,3,10,19,4,7,15,76,10,26,8,7,9,35,2,71,231,18,1,32,38,28,8,7,48,2,2,7,29,9,6,25,0,0,18,0
54_Professional_scientific_and_technical_services,54,7,14,12,44,16,784,65,36,70,146,119,29,84,161,34,61,127,655,89,224,70,58,79,304,22,616,1996,159,33,274,363,240,96,62,1236,19,18,59,249,77,51,217,16,1,25,4
55_Management_of_companies_and_enterprises,0,2,39,43,158,4,22,20,45,97,185,283,120,63,141,82,30,88,445,45,103,119,36,26,185,39,259,988,106,0,154,175,24,73,332,0,148,41,133,53,42,0,92,0,0,1,0
56_Administrative_and_waste_management_services,8,1,2,2,10,3,123,10,6,11,23,19,5,13,25,5,10,20,103,14,35,11,9,12,48,3,97,314,25,5,43,53,38,2,10,1,3,3,9,39,12,8,34,12,1,15,4
61_Educational_services,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12,0,5,0
62_Health_care_and_social_assistance,0,0,0,0,0,1,4,1,1,2,3,2,0,1,3,1,0,1,5,2,2,2,1,1,2,0,2,6,2,0,2,4,3,0,2,0,1,0,0,1,1,0,2,53,0,24,0
71_Arts_entertainment_and_recreation,1,0,1,1,0,1,4,1,2,2,5,5,2,3,4,3,1,3,5,1,3,2,2,1,3,0,23,81,18,0,357,9,2,0,0,0,0,14,47,56,0,2,0,1,0,5,0
721_Accommodation,40,2,5,6,0,4,60,8,7,17,21,15,3,6,16,6,2,6,23,8,9,9,10,11,9,2,56,182,20,1,24,21,32,6,19,0,6,7,23,21,79,4,213,8,0,57,0
722_Food_services_and_drinking_places,22,10,12,13,0,41,102,31,19,29,59,54,12,20,34,19,10,35,59,19,38,24,29,22,39,5,253,819,95,1,95,165,55,14,218,0,67,45,146,98,40,0,121,91,2,0,0
81_Other_services_except_government,251,10,16,48,3,20,475,77,29,39,64,44,8,24,46,31,15,29,230,25,50,29,21,29,58,7,305,986,387,1,83,79,91,10,48,35,15,14,46,76,131,34,402,18,6,154,4
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFE_Federal_government_enterprises,2,1,0,3,0,23,0,3,5,7,14,10,4,9,19,6,1,7,14,5,16,7,16,9,14,1,32,103,33,1,59,161,119,0,351,2,107,1,4,2,1,4,44,5,1,47,0
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,0,1,2,1,1,0,0,6,4,6,8,6,1,4,2,2,1,1,2,1,8,4,1,3,5,2,5,14,37,0,4,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
Used_Scrap_used_and_secondhand_goods,0,0,0,0,0,0,2,0,1,119,14,3,0,0,0,0,0,0,8,2,0,28,0,25,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,2,0,25,0,1481,0,134,0
