commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
51_Information,75,12,7,18,11,48,179,41,27,68,113,78,25,35,92,62,18,45,174,33,73,55,348,39,82,11,298,778,148,2,1023,348,266,9,202,129,64,54,161,34,25,8,111,171,4,229,7
52_Finance_and_insurance,378,33,30,114,23,129,468,92,62,149,217,110,31,41,149,91,25,61,250,95,130,86,61,108,121,17,465,1213,462,2,148,4799,2056,172,201,27,63,38,113,75,43,20,285,6,2,190,13
531_Real_estate,1194,26,0,212,18,73,127,47,27,70,113,88,35,36,80,62,26,68,121,51,114,53,150,62,94,16,866,2252,307,12,322,660,904,50,408,117,128,194,581,181,76,22,386,127,8,209,16
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,63,9,445,6,17,21,267,9,9,19,43,24,14,25,74,15,8,25,154,17,38,17,30,25,68,7,169,441,33,1,67,81,110,14,35,97,11,10,29,22,9,4,41,53,1,49,2
54_Professional_scientific_and_technical_services,357,51,38,37,91,124,1675,64,54,118,267,153,83,152,448,96,56,162,969,106,243,107,180,148,438,40,1070,2775,208,25,426,580,681,130,207,1837,65,59,175,155,63,28,262,191,3,139,7
55_Management_of_companies_and_enterprises,0,3,29,86,427,7,44,30,54,145,307,332,276,73,263,188,46,134,666,76,182,166,71,40,287,54,528,1614,119,0,240,267,47,125,422,0,193,65,195,42,43,0,119,2,0,2,1
56_Administrative_and_waste_management_services,76,11,8,8,26,26,332,12,11,23,53,30,17,31,91,19,11,31,192,21,48,21,37,30,85,8,211,549,41,5,83,104,137,3,43,2,13,12,36,29,12,5,51,170,2,121,6
61_Educational_services,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,56,0,4,0
62_Health_care_and_social_assistance,0,0,0,1,0,1,5,1,1,2,3,2,1,1,3,2,0,1,4,1,2,1,1,1,2,0,2,6,2,0,2,6,3,0,1,0,0,0,0,0,0,0,2,241,0,19,0
71_Arts_entertainment_and_recreation,1,0,0,1,0,1,5,1,1,2,6,4,3,2,4,6,1,3,5,2,3,2,3,1,4,0,35,92,16,0,386,10,2,0,0,0,0,17,52,34,0,2,0,8,0,3,0
721_Accommodation,15,2,3,9,0,6,54,14,9,21,40,21,13,11,30,18,6,16,36,17,29,15,18,10,19,3,85,220,13,1,30,28,30,9,21,0,7,16,46,11,61,2,183,98,0,53,1
722_Food_services_and_drinking_places,18,13,8,21,0,57,192,29,22,40,108,71,45,30,74,67,14,51,79,26,47,33,56,21,63,10,272,692,69,5,148,201,77,79,305,0,96,53,160,66,28,0,75,93,1,0,0
81_Other_services_except_government,175,16,13,43,7,45,615,84,31,47,105,51,25,35,103,63,18,45,327,38,67,38,47,39,87,10,447,1154,439,1,115,131,176,14,109,55,34,30,89,38,92,12,375,302,7,184,4
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFE_Federal_government_enterprises,4,2,0,6,1,44,0,4,6,11,25,13,11,12,40,15,2,12,23,10,31,11,36,15,24,2,85,221,29,1,106,232,291,1,515,5,161,2,7,2,1,3,66,58,1,70,1
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,1,0,1,2,1,3,6,4,2,6,5,2,1,1,3,2,1,1,10,2,3,6,1,4,3,1,8,21,22,0,4,4,2,2,3,4,1,1,3,0,2,0,5,113,0,4,0
Used_Scrap_used_and_secondhand_goods,0,0,20,13,0,0,75,4,19,777,149,16,4,2,14,9,0,6,5,38,0,175,1,217,2,1,29,76,0,0,1,0,0,42,0,0,0,0,1,54,8,1,85,170,0,65,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,1,0,9,0,3399,0,61,0
