industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,78,18,20,431,22540,409,52,109,162,173,55,47,0,5,0,0,11,0,27,33,353,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,168,0
333_Machinery,0,0,0,0,0,0,41,0,14,33,325,18451,87,132,138,143,11,11,0,0,0,4,0,0,28,12,311,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,71,0
334_Computer_and_electronic_products,0,0,0,0,0,0,23,0,5,0,83,116,15042,216,76,152,19,39,0,0,0,0,0,0,37,0,491,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,156,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,12,0,9,62,152,208,257,9517,230,0,9,21,0,0,2,0,0,10,7,10,176,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,15,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,38,0,0,0,336,419,87,124,34361,173,25,0,0,1,0,0,0,0,0,8,220,0,0,0,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0,0,189,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,43,0,0,0,208,320,376,59,65,16498,0,19,0,1,0,0,0,0,0,0,202,0,0,0,0,0,0,0,1497,0,0,0,0,0,0,0,0,0,0,0,0,42,0
337_Furniture_and_related_products,0,0,0,0,0,0,4,26,7,0,39,4,15,0,10,0,5629,7,0,18,0,0,0,0,0,2,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,12,15,0,38,43,21,0,0,0,34,7302,0,12,0,7,9,6,32,36,181,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,27,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67632,0,0,0,0,0,123,1,1108,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4,0,13,7,0,15781,6,35,2,1,40,36,62,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,93,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,20166,0,0,0,0,18,81,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0
322_Paper_products,0,0,0,0,0,0,18,5,0,0,30,0,23,0,0,0,1,13,0,32,0,14394,107,0,37,18,76,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,37,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,21,0,0,6,86,6206,0,0,6,125,0,0,0,0,0,0,0,3433,0,0,0,0,0,0,0,0,0,0,0,0,47,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,116,0,25,79,0,0,0,11,0,0,0,0,0,0,0,2,0,15954,825,0,113,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,89,0,17,0,0,8,19,0,2,0,0,31,100,0,0,12,0,103,22548,131,653,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,5,2,37,0,23,31,3,1,0,0,11,78,0,40,0,26,1,0,116,7363,148,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,7,0
42_Wholesale_trade,0,16,0,0,0,0,3,0,0,0,6,0,0,0,471,0,0,12,2429,0,0,0,0,0,0,0,35671,0,41,0,0,0,0,628,11,0,9,0,0,0,0,0,1222,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,38,3196,0,23,0,5,0,0,0,0,57210,107,0,0,169,0,0,9,0,58,0,0,7,0,1245,6257,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,19,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,35373,30,0,0,0,12,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,19770,0,0,17,6081,0,0,0,0,0,0,0,12,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,30257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17352,0,5,0,0,0,0,0,1,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,10661,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,33,0,5770,0,0,0,0,0,51,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,503,0,0,3400,0,32,28,181,2,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,49,0,0,0,15713,0,0,26,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,9,0,29,0,0,3618,1,476,5,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3206,432,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,47,19,18362,0,0,0,0,0,5,0
81_Other_services_except_government,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,34,0,2,0,0,0,0,364,21411,0,0,0,0,0,0
GFG_Federal_general_government,0,96,0,98,0,0,236,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,1662,0,0,15,35,0,0,0,0,51802,0,0,0,0,422
GFE_Federal_government_enterprises,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3574,0,0,0,0
GSLG_State_and_local_general_government,0,64,0,9,0,22,690,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,26,0,0,0,0,0,0,0,4,241,0,0,654,0,528,457,935,165,205,406,10,0,0,30793,0,82,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,1831,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,788,0,0,5,489,0,0,0,0,0,0,2,0,0,42,0,0,0,952,0,0
