industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,43,0,0,4,222,2,0,0,31,12,501,237,0,45529,10,119,438,0,4492,182,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,21622,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,81,75,50,0,2,0,41,0,0,0,0,24,0,26,0,172297,210,0,230,477,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,7,0,0,0,25,0,9,0,0,0,0,313,0,96,0,1452,61156,0,0,596,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,18876,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0
324_Petroleum_and_coal_products,0,0,1269,1705,0,0,152,0,121,0,0,0,0,0,0,0,0,0,0,0,0,9,0,761898,45842,0,5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,127,2,74,2,56,94,3620,100,0,8,0,918,21648,24,0,412,2,1683,695534,2811,17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,85,518,589,1,491,1733,262,51,7,163,367,536,0,511,0,2018,164,47,1500,187772,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0
42_Wholesale_trade,0,570,0,0,0,0,2920,0,0,0,6,468,110,0,234,12,16,1638,3591,0,0,0,0,0,0,0,1438936,0,0,0,0,0,0,0,0,0,815,879,53,0,0,0,0,0,0,0,0,0,0,9273,0,12413,1484,0,28,0,0,0,0,0,0,0,0,0,0,57340,0,0,0,0,0,0,0
441_Motor_vehicle_and_parts_dealers,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130377,0,0,0,0,0,0,27,0,0,369,269,0,0,0,0,3244,0,225,0,0,0,799,0,0,19,0,0,0,41,0,0,0,0,0,198,0,0,63209,0,0,0,0,0,0,0
445_Food_and_beverage_stores,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8155,0,0,0,0,0,0,0,0,0,180056,0,0,0,0,0,0,0,0,0,26,0,0,0,0,406,0,0,0,0,0,1019,0,0,10,0,160,0,0,0,0,0,0,0,48,0,13888,23,0,0,0,0,0,0,0
452_General_merchandise_stores,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,2412,0,11,0,0,0,0,0,0,0,0,197149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,413,0,161,0,0,1096,0,0,0,0,0,0,5718,3559,0,0,0,0,0,0,0
4A0_Other_retail,167,0,0,0,0,0,4277,0,0,0,0,0,0,0,0,0,0,2082,21,0,226,0,42,0,0,0,0,0,0,0,676817,0,0,0,0,0,0,2612,32,0,0,78,0,182,0,2,0,0,0,3381,0,1510,670,0,1876,0,165,397,0,0,0,0,165,0,12960,13308,0,0,0,0,0,0,0
481_Air_transportation,0,572,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,191675,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,75,0,276,1029,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,107,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47312,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269573,0,0,2916,3684,0,0,0,0,0,0,0,0,0,0,267,0,73,62,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,19,0,0,0,0,49041,0,117,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,263,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,12,0,1,236,0,1182,1078,286,0,173935,817,0,0,0,0,0,0,61,0,0,0,68,0,146,161,0,62,2,0,6,0,0,0,0,0,0,66,680,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1399,0,0,271,95749,0,0,0,0,0,0,0,0,0,0,6,0,122,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,0,0,6438,0,0,0,121,0,0,0,0,0,0,0,0,200878,0,0,11630,0,0,0,0,0,0,4,0,8761,63299,0,764,0,4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,57,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,570,0,0,0,0,0,0,0,0,0,126179,0,0,0,0,0,0,0,94,131,0,282,935,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,0,0,0,795,0,0,0,0,0,0,0,0,0,583,606546,0,0,0,0,0,0,0,10039,0,1590,82703,0,0,0,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,307,0,0,0,0,0,0,0,0,7576,0,148,121885,0,0,0,0,0,0,162,0,12094,45288,0,330,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,610848,32469,0,0,0,0,45942,0,2756,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18759,426228,5745,0,0,0,0,0,1014,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,721542,0,0,0,0,248,1932,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113684,0,0,0,0,98,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,10843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675151,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,821747,0,0,90,183,0,0,0,0,0,0,0,0,0,0,31,0,71,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,54,614,0,692,0,0,0,576,25,0,0,0,0,0,0,0,0,9,722,0,0,1630,278333,0,151,34,0,0,0,2,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297329,240,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,0,550,0,0,0,0,0,0,0,0,1817,0,145,14118,0,0,0,0,0,0,235,0,294263,10375,0,3049,0,1395,0,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,480,3318,0,0,0,0,0,0,0,0,0,0,0,1715,0,367,0,0,0,0,29,0,8272,1063266,0,2032,0,0,0,0,0,0,6,0,0,0,1483,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,3921,434047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,301,32,0,5995,8999,0,608597,94,117,8,0,0,41,0,0,0,0,6,0,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,103,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,311,0,48,68,0,0,81478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0
61_Educational_services,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,97,84,0,3627,24426,0,0,0,242525,0,0,0,0,1072,0,20732,12111,14,0,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,0,651,114,0,0,0,0,821789,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0
622_Hospitals,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,1827,5512,0,0,0,0,5156,650364,0,0,0,0,0,1966,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,9,16,0,0,0,0,859,0,200298,169,0,0,0,357,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13,0,0,0,0,175,0,2087,161594,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,1387,0,33,5971,0,0,0,17,0,0,0,0,121630,2690,6,2747,274,0,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,283,0,40,124,0,0,0,1072,0,0,0,528,176,98019,369,11662,966,0,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,371,421,758,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,14,843,1027,0,19,2,0,0,0,0,0,0,0,0,1168,28492,130982,32417,1312,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,880,136,575201,0,0,0,0,0,0,121,0
81_Other_services_except_government,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,1373,0,68,3088,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,922,237,0,470,1072,0,0,0,21,0,0,0,225,0,0,0,3317,536695,0,0,0,0,0,0,0
GFGD_Federal_general_government_defense,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,0,0,0,0,0,0,0,0,2598,21648,0,0,0,243,0,1547,0,0,22,0,0,0,0,661984,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,296,0,0,0,151,408,0,0,2,0,0,0,0,0,0,0,176,0,0,0,0,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,231,0,0,0,0,2867,12384,0,0,0,0,0,3849,0,0,0,0,0,0,0,0,342114,1288,0,0,0,2538
GFE_Federal_government_enterprises,0,0,0,0,0,13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,3813,-163,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1798,0,0,743,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,1907,1,0,0,71198,0,0,0,0
GSLG_State_and_local_general_government,468,2733,0,487,0,1002,15328,176,0,0,0,0,0,0,0,0,0,1299,1656,0,1334,549,1290,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1,0,1875,0,0,0,20107,0,0,0,0,7085,45613,0,5770,12845,79997,25764,156614,0,4438,2645,2267,8510,16459,960,0,0,0,1507214,0,3677,0
