industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,41,10,3,266,14338,292,22,105,55,105,28,19,0,1,0,0,2,0,4,5,139,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,187,0
333_Machinery,0,0,0,0,0,0,18,0,3,4,139,10183,51,63,130,109,2,3,0,0,0,1,0,0,4,2,109,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,49,0
334_Computer_and_electronic_products,0,0,0,0,0,0,8,0,0,0,25,36,3921,106,32,14,28,3,0,0,0,0,0,0,13,0,182,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,31,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,4,0,4,38,102,86,80,4883,62,0,4,5,0,0,0,0,0,6,0,1,72,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,43,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,23,0,0,0,198,189,30,129,26781,198,11,0,0,1,0,0,0,0,0,1,126,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,254,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,18,0,0,0,61,129,32,11,28,4457,0,1,0,9,0,0,0,0,0,0,70,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,40,0
337_Furniture_and_related_products,0,0,0,0,0,0,2,4,1,0,15,2,22,0,1,0,3160,1,0,15,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,6,4,0,9,11,4,0,0,0,10,6315,0,20,0,1,2,1,15,42,80,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,27,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45604,0,3,0,0,0,65,0,400,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,8,2,0,15617,3,26,1,0,20,11,25,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,14512,0,0,0,0,3,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0
322_Paper_products,0,0,0,0,0,0,8,0,0,0,4,0,6,0,0,0,0,2,0,5,0,8001,16,0,9,2,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,23,956,0,0,1,54,0,0,0,0,0,0,0,2521,0,0,0,0,0,0,0,0,0,0,0,0,23,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,72,0,33,120,0,0,0,4,0,0,0,0,0,0,0,11,0,9953,231,0,54,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,46,0,4,0,0,1,2,0,0,0,0,8,100,0,0,1,0,43,13487,15,292,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,1,12,0,1,7,0,0,0,0,1,43,0,17,0,17,0,0,34,3009,41,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,10,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,1,1585,0,0,0,0,0,0,0,21891,0,25,0,0,0,0,307,5,0,6,0,0,0,0,0,674,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,25,2887,0,0,0,4,0,0,0,0,37270,72,0,0,114,0,0,5,0,0,0,0,0,0,964,4010,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,27003,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10312,0,0,0,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,6295,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,1,0,2378,0,0,0,0,0,32,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,142,0,0,1508,0,25,0,100,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,6967,0,0,14,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,10,0,0,2517,0,331,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,424,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,32,13,11847,0,0,0,0,0,6,0
81_Other_services_except_government,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,2,0,0,0,0,0,0,267,11884,0,0,0,0,0,0
GFG_Federal_general_government,0,75,0,78,0,0,47,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,624,0,0,12,28,0,0,0,0,23887,0,0,0,0,52
GFE_Federal_government_enterprises,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,0
GSLG_State_and_local_general_government,0,37,0,5,0,13,220,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,15,0,0,0,0,0,0,0,3,138,0,0,265,0,303,168,343,95,118,196,6,0,0,15172,0,84,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,348,0,0,0,165,0,0,0,0,0,0,0,0,0,3,0,0,0,562,0,0
