industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,29,7,1,203,11047,232,16,87,34,78,20,12,0,0,0,0,1,0,1,1,90,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,158,0
333_Machinery,0,0,0,0,0,0,15,0,1,2,120,9172,47,56,131,103,0,3,0,0,0,1,0,0,1,1,87,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,46,0
334_Computer_and_electronic_products,0,0,0,0,0,0,7,0,0,0,21,30,3110,94,29,6,27,1,0,0,0,0,0,0,10,0,154,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,22,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,4,0,4,36,92,76,62,4298,39,0,3,3,0,0,0,0,0,5,0,0,59,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,45,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,13,0,0,0,108,91,12,84,16058,125,5,0,0,1,0,0,0,0,0,1,66,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,168,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,18,0,0,0,57,124,13,9,28,4053,0,1,0,9,0,0,0,0,0,0,66,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,42,0
337_Furniture_and_related_products,0,0,0,0,0,0,1,1,0,0,10,2,18,0,0,0,2348,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,4,1,0,3,4,1,0,0,0,4,5406,0,19,0,0,1,0,12,39,58,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,24,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44626,0,3,0,0,0,61,0,332,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,13117,3,20,0,0,11,5,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14267,0,0,0,0,1,20,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0
322_Paper_products,0,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,1,0,6854,5,0,6,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,36,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,606,0,0,0,52,0,0,0,0,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,22,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,51,0,29,103,0,0,0,3,0,0,0,0,0,0,0,10,0,7456,119,0,37,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,37,0,2,0,0,0,1,0,0,0,0,6,90,0,0,0,0,32,11232,4,226,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,0,9,0,0,4,0,0,0,0,0,36,0,14,0,15,0,0,25,2377,29,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1262,0,0,0,0,0,0,0,16993,0,20,0,0,0,0,224,5,0,4,0,0,0,0,0,518,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,23,2685,0,0,0,3,0,0,0,0,33558,64,0,0,102,0,0,5,0,0,0,0,0,0,908,3540,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,23875,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8886,0,0,0,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,5654,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,1,0,1970,0,0,0,0,0,29,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,115,0,0,1365,0,24,0,95,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,6310,0,0,14,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,7,0,0,2618,0,339,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,465,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,32,13,11804,0,0,0,0,0,7,0
81_Other_services_except_government,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,2,0,0,0,0,0,0,260,11150,0,0,0,0,0,0
GFG_Federal_general_government,0,78,0,81,0,0,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,600,0,0,12,29,0,0,0,0,22629,0,0,0,0,29
GFE_Federal_government_enterprises,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0
GSLG_State_and_local_general_government,0,30,0,4,0,10,149,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,12,0,0,0,0,0,0,0,2,112,0,0,208,0,245,120,245,77,95,153,5,0,0,12645,0,74,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,294,0,0,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,489,0,0
