industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,1964,223,96,3016,338455,3939,474,239,1599,603,123,188,0,4,0,3,155,7,98,1231,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,2704,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,1141,0
333_Machinery,0,0,0,0,0,0,787,0,127,26,2751,382755,1023,999,1170,265,5,302,6,85,0,8,0,0,136,234,9153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,753,8201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0
334_Computer_and_electronic_products,0,0,0,0,0,0,37,8,25,30,185,611,285434,897,17,2987,11,951,0,1,0,6,7,0,252,279,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,101,0,22,1087,279,596,821,117976,222,38,3,92,0,47,0,68,0,1,146,17,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,650,0,4,27,679,1568,71,81,608564,419,26,78,0,80,0,0,0,0,7,226,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1131,0,0,0,300,2376,1626,378,58,296194,0,0,0,25,0,0,0,0,14,56,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0
337_Furniture_and_related_products,0,0,0,0,0,0,402,387,122,6,261,50,0,1,1,0,65284,283,0,199,1,18,9,0,10,127,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1325,60,26,74,353,172,519,72,63,302,249,140625,0,68,30,142,319,32,300,985,5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,11485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,930465,0,30,96,0,0,3999,2,10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,77,0,0,3,83,55,0,0,24,2,274,121,0,50458,180,33,87,0,3346,71,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,18154,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,146,131,125,1,6,0,726,0,0,0,0,93,0,125,0,179451,302,0,149,699,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,8,0,0,0,141,0,57,0,0,0,0,517,0,605,28,961,60916,0,0,499,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,17453,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
324_Petroleum_and_coal_products,0,0,49,222,0,0,235,0,256,0,0,0,0,4,0,0,0,0,0,0,0,12,0,732087,27485,2,6556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,3,0,0,238,0,25,65,128,236,1030,129,1,3,0,474,9111,35,0,203,1,2120,754974,3863,12045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,45214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,150,181,137,30,454,665,135,106,240,288,209,619,0,739,0,1492,179,6,755,218944,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
42_Wholesale_trade,0,800,0,0,0,0,2818,0,0,0,9,499,130,0,337,12,24,1663,3708,0,0,0,0,0,0,0,1718099,0,0,0,0,0,0,0,0,0,1090,1019,14,0,0,0,0,0,0,0,0,0,0,11960,0,14372,784,0,25,0,0,0,0,0,0,0,0,0,0,61772,0,0,0,0,0,0,0
441_Motor_vehicle_and_parts_dealers,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174038,0,0,0,0,0,0,27,0,0,405,280,0,0,0,0,4283,0,0,0,0,0,760,0,4,60,0,0,0,44,0,0,0,0,0,207,0,0,74085,0,0,0,0,0,0,0
445_Food_and_beverage_stores,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8604,0,0,0,0,0,0,0,0,0,192580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,683,0,0,31,0,198,0,0,0,0,0,0,0,61,0,15878,22,0,0,0,0,0,0,0
452_General_merchandise_stores,0,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,0,2462,0,0,0,0,0,0,0,0,0,0,204844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,494,0,183,0,0,1313,0,0,0,0,0,0,7103,3962,0,0,0,0,0,0,0
4A0_Other_retail,189,0,0,0,0,0,5717,0,0,0,0,0,0,0,0,0,0,2189,34,0,273,0,41,0,0,0,0,0,0,0,804134,0,0,0,0,0,0,2890,39,0,652,85,0,227,0,0,0,0,0,3592,0,1078,1795,0,2058,0,168,441,0,0,0,0,222,0,14742,14802,0,0,0,0,0,0,0
481_Air_transportation,0,743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,208330,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,77,0,227,1351,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,146,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51477,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322368,0,0,3643,4274,0,0,0,0,0,0,0,0,0,0,343,0,80,91,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,0,61703,0,71,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,127,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,7,0,0,220,0,1421,1513,359,0,201410,1200,0,0,0,0,0,0,81,0,0,0,72,0,178,286,0,79,0,0,0,0,0,0,0,0,0,76,970,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,339,114116,0,0,0,0,0,0,0,0,0,0,7,0,71,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,9397,0,0,0,111,0,0,0,0,0,0,0,0,217435,0,0,12366,0,0,0,0,0,0,1,0,10742,62862,0,814,0,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,620,0,0,0,0,0,0,0,0,0,133815,0,0,0,0,0,0,0,106,150,0,199,1829,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397,0,0,0,828,0,0,0,0,0,0,0,0,0,748,672665,0,0,0,0,0,0,0,9918,0,1806,98754,0,0,0,0,0,0,0,0,0,0,0,0,2393,0,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,499,0,0,0,0,0,0,0,0,10013,0,180,161225,0,0,0,0,0,0,230,0,15815,71699,0,467,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719312,33758,0,0,0,0,62187,0,2886,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22069,527374,7358,0,0,0,0,0,1170,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,938345,0,0,0,0,350,2047,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144937,0,0,0,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS_Housing,0,0,0,0,0,0,14941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819777,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE_Other_real_estate,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,1029543,0,0,102,141,0,0,0,0,0,0,0,0,0,0,18,0,55,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,65,256,0,864,0,0,0,761,32,0,0,0,0,0,0,0,0,6,835,0,0,2271,330621,0,158,38,0,0,0,2,0,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317411,235,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,0,0,0,288,0,0,0,0,0,0,0,0,2279,0,162,12351,0,0,0,0,0,0,326,0,342787,9073,0,3689,0,1638,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,461,4146,0,0,0,0,0,0,0,0,0,0,0,2580,0,539,0,0,0,0,13,0,9720,1201438,0,2401,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522,4110,516630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,280,40,0,8090,11200,0,733474,130,148,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,79,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,418,0,65,63,0,0,88445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0
61_Educational_services,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,67,81,0,3761,25533,0,0,0,259216,0,0,0,0,1485,0,24529,12524,16,0,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902,0,689,94,0,0,0,0,895818,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0
622_Hospitals,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,2340,5756,0,0,0,0,6596,738664,0,0,0,0,0,2246,0,0,0,0,0,0,0,0
623_Nursing_and_residential_care_facilities,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,7,8,0,0,0,0,953,0,219529,116,0,0,0,338,0,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,0,0,0,0,238,0,2081,177136,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,1081,0,76,7084,0,0,0,16,0,0,0,0,141599,2849,8,3463,323,0,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,316,0,32,141,0,0,0,1120,0,0,0,746,203,109709,401,12852,1051,0,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,375,391,776,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,1004,1212,0,23,1,0,0,0,0,0,0,0,0,1366,31859,164045,39988,1614,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,154,674995,0,0,0,0,0,0,145,0
81_Other_services_except_government,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,1730,0,114,3360,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,1236,250,0,650,1235,0,0,0,28,0,0,0,296,0,0,0,3312,606956,0,0,0,0,0,0,0
GFGD_Federal_general_government_defense,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,15,0,0,0,0,0,0,0,0,2061,22735,0,0,0,242,0,1537,0,0,22,0,0,0,0,598672,0,0,0,0,0,0
GFGN_Federal_general_government_nondefense,0,137,0,0,0,70,262,0,0,1,0,0,0,0,0,0,0,82,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,107,0,0,0,0,2336,13628,0,0,0,0,0,1782,0,0,0,0,0,0,0,0,353528,596,0,0,0,3120
GFE_Federal_government_enterprises,0,0,0,0,0,14001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3341,33,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1781,0,0,763,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,0,72421,0,0,0,0
GSLG_State_and_local_general_government,534,3119,0,474,0,1144,17036,201,0,0,0,0,0,0,0,0,0,1061,1821,0,1142,562,1437,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,1,0,2053,0,0,0,23239,0,0,0,0,5066,47641,0,7365,13128,87089,29504,179345,0,3044,2819,2408,9241,17272,1020,0,0,0,1614052,0,3759,0
