industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,28,7,0,198,10835,232,16,89,29,76,19,11,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,162,0
333_Machinery,0,0,0,0,0,0,14,0,1,2,119,9302,49,56,140,106,0,3,0,0,0,1,0,0,0,0,83,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,47,0
334_Computer_and_electronic_products,0,0,0,0,0,0,8,0,0,0,22,33,3258,103,32,3,30,0,0,0,0,0,0,0,11,0,166,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,21,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,4,0,4,39,99,81,61,4542,33,0,3,3,0,0,0,0,0,5,0,0,60,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,51,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,11,0,0,0,90,70,8,77,14126,113,4,0,0,1,0,0,0,0,0,1,54,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,155,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,17,0,0,0,52,116,5,8,26,3674,0,0,0,9,0,0,0,0,0,0,61,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,40,0
337_Furniture_and_related_products,0,0,0,0,0,0,1,0,0,0,9,2,21,0,0,0,2491,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,4844,0,18,0,0,0,0,10,36,48,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,21,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45168,0,3,0,0,0,61,0,309,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,13183,3,19,0,0,9,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14576,0,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0
322_Paper_products,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7024,0,0,5,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,394,0,0,0,44,0,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,18,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,52,0,32,113,0,0,0,2,0,0,0,0,0,0,0,12,0,7736,95,0,37,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,4,78,0,0,0,0,26,9509,0,184,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,0,0,39,0,14,0,16,0,0,26,2503,29,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,11,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,1303,0,0,0,0,0,0,0,17323,0,20,0,0,0,0,220,5,0,5,0,0,0,0,0,525,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,2475,0,0,0,3,0,0,0,0,30436,58,0,0,93,0,0,5,0,0,0,0,0,0,842,3178,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,22382,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8135,0,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5086,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,1,0,1800,0,0,0,0,0,28,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,104,0,0,1206,0,22,0,86,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,5575,0,0,12,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,5,0,0,2651,0,341,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,513,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,32,13,11637,0,0,0,0,0,7,0
81_Other_services_except_government,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,2,0,0,0,0,0,0,251,10578,0,0,0,0,0,0
GFG_Federal_general_government,0,120,0,124,0,0,45,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,620,0,0,18,45,0,0,0,0,22940,0,0,0,0,29
GFE_Federal_government_enterprises,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,0
GSLG_State_and_local_general_government,0,27,0,4,0,9,122,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,11,0,0,0,0,0,0,0,2,101,0,0,174,0,221,101,206,69,86,135,4,0,0,11202,0,69,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,272,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0
